n,j,u[n][j],exact,error
66,0,0.523680,0.521319,0.450852
66,1,0.517232,0.514900,0.450852
66,2,0.498049,0.495803,0.450852
66,3,0.466602,0.464498,0.450852
66,4,0.423666,0.421756,0.450852
66,5,0.370297,0.368628,0.450852
66,6,0.307811,0.306423,0.450852
66,7,0.237746,0.236674,0.450852
66,8,0.161826,0.161096,0.450852
66,9,0.081922,0.081552,0.450852
66,10,0.000000,0.000000,1.#INF00
67,0,0.518572,0.516199,0.457667
67,1,0.512188,0.509843,0.457667
67,2,0.493191,0.490934,0.457667
67,3,0.462051,0.459936,0.457667
67,4,0.419534,0.417614,0.457667
67,5,0.366686,0.365008,0.457667
67,6,0.304809,0.303414,0.457667
67,7,0.235427,0.234349,0.457667
67,8,0.160248,0.159514,0.457667
67,9,0.081123,0.080751,0.457667
67,10,0.000000,0.000000,1.#INF00
68,0,0.513514,0.511129,0.464482
68,1,0.507192,0.504836,0.464482
68,2,0.488381,0.486113,0.464482
68,3,0.457545,0.455419,0.464482
68,4,0.415442,0.413512,0.464482
68,5,0.363109,0.361423,0.464482
68,6,0.301836,0.300434,0.464482
68,7,0.233131,0.232048,0.464482
68,8,0.158685,0.157948,0.464482
68,9,0.080331,0.079958,0.464482
68,10,0.000000,0.000000,1.#INF00
69,0,0.508506,0.506109,0.471297
69,1,0.502245,0.499878,0.471297
69,2,0.483618,0.481339,0.471297
69,3,0.453082,0.450947,0.471297
69,4,0.411390,0.409451,0.471297
69,5,0.359568,0.357873,0.471297
69,6,0.298892,0.297484,0.471297
69,7,0.230857,0.229769,0.471297
69,8,0.157137,0.156396,0.471297
69,9,0.079548,0.079173,0.471297
69,10,0.000000,0.000000,1.#INF00
70,0,0.503546,0.501139,0.478111
70,1,0.497347,0.494969,0.478111
70,2,0.478901,0.476611,0.478111
70,3,0.448663,0.446518,0.478111
70,4,0.407377,0.405430,0.478111
70,5,0.356061,0.354359,0.478111
70,6,0.295977,0.294562,0.478111
70,7,0.228605,0.227512,0.478111
70,8,0.155604,0.154860,0.478111
70,9,0.078772,0.078395,0.478111
70,10,0.000000,0.000000,1.#INF00
71,0,0.498635,0.496217,0.484924
71,1,0.492496,0.490108,0.484924
71,2,0.474230,0.471930,0.484924
71,3,0.444287,0.442133,0.484924
71,4,0.403404,0.401448,0.484924
71,5,0.352588,0.350878,0.484924
71,6,0.293090,0.291669,0.484924
71,7,0.226376,0.225278,0.484924
71,8,0.154087,0.153339,0.484924
71,9,0.078004,0.077625,0.484924
71,10,0.000000,0.000000,1.#INF00
72,0,0.493772,0.491344,0.491737
72,1,0.487693,0.485294,0.491737
72,2,0.469605,0.467296,0.491737
72,3,0.439954,0.437790,0.491737
72,4,0.399470,0.397505,0.491737
72,5,0.349149,0.347432,0.491737
72,6,0.290232,0.288805,0.491737
72,7,0.224168,0.223065,0.491737
72,8,0.152584,0.151834,0.491737
72,9,0.077243,0.076863,0.491737
72,10,0.000000,0.000000,1.#INF00
73,0,0.488956,0.486518,0.498550
73,1,0.482936,0.480528,0.498550
73,2,0.465025,0.462706,0.498550
73,3,0.435663,0.433491,0.498550
73,4,0.395574,0.393601,0.498550
73,5,0.345744,0.344020,0.498550
73,6,0.287401,0.285968,0.498550
73,7,0.221981,0.220875,0.498550
73,8,0.151096,0.150342,0.498550
73,9,0.076490,0.076108,0.498550
73,10,0.000000,0.000000,1.#INF00
74,0,0.484187,0.481740,0.505362
74,1,0.478226,0.475809,0.505362
74,2,0.460489,0.458162,0.505362
74,3,0.431414,0.429233,0.505362
74,4,0.391715,0.389736,0.505362
74,5,0.342372,0.340642,0.505362
74,6,0.284598,0.283160,0.505362
74,7,0.219816,0.218705,0.505362
74,8,0.149622,0.148866,0.505362
74,9,0.075744,0.075361,0.505362
74,10,0.000000,0.000000,1.#INF00
75,0,0.479464,0.477009,0.512174
75,1,0.473561,0.471136,0.512174
75,2,0.455998,0.453662,0.512174
75,3,0.427206,0.425018,0.512174
75,4,0.387895,0.385908,0.512174
75,5,0.339033,0.337296,0.512174
75,6,0.281822,0.280379,0.512174
75,7,0.217672,0.216557,0.512174
75,8,0.148163,0.147404,0.512174
75,9,0.075005,0.074621,0.512174
75,10,0.000000,0.000000,1.#INF00
76,0,0.474788,0.472324,0.518985
76,1,0.468943,0.466509,0.518985
76,2,0.451550,0.449207,0.518985
76,3,0.423039,0.420844,0.518985
76,4,0.384112,0.382118,0.518985
76,5,0.335726,0.333984,0.518985
76,6,0.279073,0.277625,0.518985
76,7,0.215549,0.214431,0.518985
76,8,0.146718,0.145956,0.518985
76,9,0.074273,0.073888,0.518985
76,10,0.000000,0.000000,1.#INF00
77,0,0.470157,0.467685,0.525796
77,1,0.464369,0.461927,0.525796
77,2,0.447146,0.444795,0.525796
77,3,0.418913,0.416711,0.525796
77,4,0.380365,0.378365,0.525796
77,5,0.332451,0.330703,0.525796
77,6,0.276352,0.274899,0.525796
77,7,0.213447,0.212325,0.525796
77,8,0.145287,0.144523,0.525796
77,9,0.073549,0.073162,0.525796
77,10,0.000000,0.000000,1.#INF00
78,0,0.465572,0.463092,0.532606
78,1,0.459840,0.457391,0.532606
78,2,0.442785,0.440427,0.532606
78,3,0.414828,0.412618,0.532606
78,4,0.376656,0.374649,0.532606
78,5,0.329209,0.327456,0.532606
78,6,0.273656,0.272199,0.532606
78,7,0.211365,0.210239,0.532606
78,8,0.143870,0.143103,0.532606
78,9,0.072831,0.072444,0.532606
78,10,0.000000,0.000000,1.#INF00
79,0,0.461031,0.458544,0.539416
79,1,0.455355,0.452899,0.539416
79,2,0.438467,0.436101,0.539416
79,3,0.410782,0.408566,0.539416
79,4,0.372982,0.370970,0.539416
79,5,0.325998,0.324240,0.539416
79,6,0.270987,0.269525,0.539416
79,7,0.209304,0.208175,0.539416
79,8,0.142466,0.141698,0.539416
79,9,0.072121,0.071732,0.539416
79,10,0.000000,0.000000,1.#INF00
80,0,0.456534,0.454041,0.546226
80,1,0.450914,0.448451,0.546226
80,2,0.434190,0.431818,0.546226
80,3,0.406775,0.404553,0.546226
80,4,0.369344,0.367327,0.546226
80,5,0.322819,0.321055,0.546226
80,6,0.268344,0.266878,0.546226
80,7,0.207262,0.206130,0.546226
80,8,0.141077,0.140306,0.546226
80,9,0.071418,0.071028,0.546226
80,10,0.000000,0.000000,1.#INF00
81,0,0.452082,0.449582,0.553034
81,1,0.446516,0.444046,0.553034
81,2,0.429955,0.427577,0.553034
81,3,0.402808,0.400580,0.553034
81,4,0.365742,0.363719,0.553034
81,5,0.319670,0.317902,0.553034
81,6,0.265727,0.264257,0.553034
81,7,0.205241,0.204106,0.553034
81,8,0.139701,0.138928,0.553034
81,9,0.070721,0.070330,0.553034
81,10,0.000000,0.000000,1.#INF00
82,0,0.447672,0.445166,0.559843
82,1,0.442161,0.439685,0.559843
82,2,0.425762,0.423378,0.559843
82,3,0.398879,0.396646,0.559843
82,4,0.362175,0.360147,0.559843
82,5,0.316552,0.314780,0.559843
82,6,0.263135,0.261662,0.559843
82,7,0.203239,0.202101,0.559843
82,8,0.138338,0.137564,0.559843
82,9,0.070031,0.069639,0.559843
82,10,0.000000,0.000000,1.#INF00
83,0,0.443306,0.440794,0.566651
83,1,0.437848,0.435367,0.566651
83,2,0.421609,0.419220,0.566651
83,3,0.394989,0.392751,0.566651
83,4,0.358642,0.356610,0.566651
83,5,0.313465,0.311689,0.566651
83,6,0.260569,0.259092,0.566651
83,7,0.201257,0.200116,0.566651
83,8,0.136989,0.136213,0.566651
83,9,0.069348,0.068955,0.566651
83,10,0.000000,0.000000,1.#INF00
84,0,0.438983,0.436465,0.573458
84,1,0.433578,0.431092,0.573458
84,2,0.417497,0.415103,0.573458
84,3,0.391136,0.388893,0.573458
84,4,0.355144,0.353108,0.573458
84,5,0.310408,0.308627,0.573458
84,6,0.258027,0.256548,0.573458
84,7,0.199294,0.198151,0.573458
84,8,0.135653,0.134875,0.573458
84,9,0.068672,0.068278,0.573458
84,10,0.000000,0.000000,1.#INF00
85,0,0.434701,0.432179,0.580265
85,1,0.429349,0.426858,0.580265
85,2,0.413425,0.411026,0.580265
85,3,0.387321,0.385074,0.580265
85,4,0.351681,0.349640,0.580265
85,5,0.307380,0.305596,0.580265
85,6,0.255511,0.254028,0.580265
85,7,0.197350,0.196205,0.580265
85,8,0.134330,0.133551,0.580265
85,9,0.068002,0.067608,0.580265
85,10,0.000000,0.000000,1.#INF00
86,0,0.430461,0.427934,0.587072
86,1,0.425162,0.422666,0.587072
86,2,0.409393,0.406990,0.587072
86,3,0.383544,0.381292,0.587072
86,4,0.348250,0.346206,0.587072
86,5,0.304382,0.302595,0.587072
86,6,0.253019,0.251533,0.587072
86,7,0.195425,0.194278,0.587072
86,8,0.133020,0.132239,0.587072
86,9,0.067339,0.066944,0.587072
86,10,0.000000,0.000000,1.#INF00
87,0,0.426263,0.423731,0.593878
87,1,0.421015,0.418515,0.593878
87,2,0.405400,0.402992,0.593878
87,3,0.379803,0.377547,0.593878
87,4,0.344854,0.342806,0.593878
87,5,0.301413,0.299623,0.593878
87,6,0.250551,0.249063,0.593878
87,7,0.193519,0.192370,0.593878
87,8,0.131722,0.130940,0.593878
87,9,0.066682,0.066286,0.593878
87,10,0.000000,0.000000,1.#INF00
88,0,0.422105,0.419570,0.600684
88,1,0.416909,0.414404,0.600684
88,2,0.401446,0.399035,0.600684
88,3,0.376099,0.373840,0.600684
88,4,0.341490,0.339439,0.600684
88,5,0.298474,0.296681,0.600684
88,6,0.248107,0.246617,0.600684
88,7,0.191632,0.190481,0.600684
88,8,0.130438,0.129654,0.600684
88,9,0.066032,0.065635,0.600684
88,10,0.000000,0.000000,1.#INF00
89,0,0.417988,0.415449,0.607489
89,1,0.412842,0.410334,0.607489
89,2,0.397531,0.395116,0.607489
89,3,0.372430,0.370168,0.607489
89,4,0.338160,0.336106,0.607489
89,5,0.295562,0.293767,0.607489
89,6,0.245687,0.244195,0.607489
89,7,0.189763,0.188610,0.607489
89,8,0.129166,0.128381,0.607489
89,9,0.065388,0.064991,0.607489
89,10,0.000000,0.000000,1.#INF00
90,0,0.413912,0.411369,0.614294
90,1,0.408816,0.406304,0.614294
90,2,0.393653,0.391235,0.614294
90,3,0.368798,0.366533,0.614294
90,4,0.334862,0.332805,0.614294
90,5,0.292680,0.290882,0.614294
90,6,0.243291,0.241797,0.614294
90,7,0.187912,0.186758,0.614294
90,8,0.127906,0.127120,0.614294
90,9,0.064750,0.064352,0.614294
90,10,0.000000,0.000000,1.#INF00
91,0,0.409875,0.407329,0.621098
91,1,0.404829,0.402314,0.621098
91,2,0.389814,0.387393,0.621098
91,3,0.365201,0.362933,0.621098
91,4,0.331596,0.329536,0.621098
91,5,0.289825,0.288025,0.621098
91,6,0.240918,0.239422,0.621098
91,7,0.186079,0.184924,0.621098
91,8,0.126658,0.125872,0.621098
91,9,0.064119,0.063720,0.621098
91,10,0.000000,0.000000,1.#INF00
92,0,0.405877,0.403329,0.627902
92,1,0.400880,0.398363,0.627902
92,2,0.386012,0.383588,0.627902
92,3,0.361639,0.359368,0.627902
92,4,0.328361,0.326300,0.627902
92,5,0.286998,0.285196,0.627902
92,6,0.238569,0.237071,0.627902
92,7,0.184264,0.183107,0.627902
92,8,0.125423,0.124635,0.627902
92,9,0.063493,0.063094,0.627902
92,10,0.000000,0.000000,1.#INF00
93,0,0.401919,0.399368,0.634705
93,1,0.396970,0.394451,0.634705
93,2,0.382247,0.379821,0.634705
93,3,0.358112,0.355839,0.634705
93,4,0.325159,0.323095,0.634705
93,5,0.284199,0.282395,0.634705
93,6,0.236242,0.234742,0.634705
93,7,0.182467,0.181309,0.634705
93,8,0.124200,0.123411,0.634705
93,9,0.062874,0.062475,0.634705
93,10,0.000000,0.000000,1.#INF00
94,0,0.397998,0.395445,0.641508
94,1,0.393098,0.390577,0.641508
94,2,0.378519,0.376091,0.641508
94,3,0.354619,0.352344,0.641508
94,4,0.321988,0.319922,0.641508
94,5,0.281427,0.279622,0.641508
94,6,0.233938,0.232437,0.641508
94,7,0.180688,0.179528,0.641508
94,8,0.122988,0.122199,0.641508
94,9,0.062261,0.061861,0.641508
94,10,0.000000,0.000000,1.#INF00
95,0,0.394117,0.391562,0.648310
95,1,0.389264,0.386741,0.648310
95,2,0.374827,0.372397,0.648310
95,3,0.351161,0.348884,0.648310
95,4,0.318847,0.316780,0.648310
95,5,0.278683,0.276876,0.648310
95,6,0.231656,0.230154,0.648310
95,7,0.178925,0.177765,0.648310
95,8,0.121789,0.120999,0.648310
95,9,0.061653,0.061254,0.648310
95,10,0.000000,0.000000,1.#INF00
96,0,0.390273,0.387716,0.655112
96,1,0.385468,0.382943,0.655112
96,2,0.371171,0.368740,0.655112
96,3,0.347736,0.345458,0.655112
96,4,0.315737,0.313669,0.655112
96,5,0.275965,0.274157,0.655112
96,6,0.229397,0.227894,0.655112
96,7,0.177180,0.176019,0.655112
96,8,0.120601,0.119811,0.655112
96,9,0.061052,0.060652,0.655112
96,10,0.000000,0.000000,1.#INF00
97,0,0.386466,0.383908,0.661913
97,1,0.381708,0.379182,0.661913
97,2,0.367551,0.365118,0.661913
97,3,0.344344,0.342065,0.661913
97,4,0.312658,0.310588,0.661913
97,5,0.273273,0.271464,0.661913
97,6,0.227159,0.225656,0.661913
97,7,0.175452,0.174291,0.661913
97,8,0.119425,0.118634,0.661913
97,9,0.060457,0.060056,0.661913
97,10,0.000000,0.000000,1.#INF00
98,0,0.382697,0.380138,0.668714
98,1,0.377985,0.375458,0.668714
98,2,0.363967,0.361533,0.668714
98,3,0.340986,0.338705,0.668714
98,4,0.309608,0.307538,0.668714
98,5,0.270608,0.268798,0.668714
98,6,0.224944,0.223439,0.668714
98,7,0.173741,0.172579,0.668714
98,8,0.118260,0.117469,0.668714
98,9,0.059867,0.059467,0.668714
98,10,0.000000,0.000000,1.#INF00
99,0,0.378964,0.376405,0.675515
99,1,0.374299,0.371770,0.675515
99,2,0.360417,0.357982,0.675515
99,3,0.337660,0.335379,0.675515
99,4,0.306589,0.304518,0.675515
99,5,0.267968,0.266158,0.675515
99,6,0.222750,0.221245,0.675515
99,7,0.172046,0.170884,0.675515
99,8,0.117106,0.116315,0.675515
99,9,0.059283,0.058883,0.675515
99,10,0.000000,0.000000,1.#INF00
100,0,0.375268,0.372708,0.682315
100,1,0.370648,0.368119,0.682315
100,2,0.356901,0.354466,0.682315
100,3,0.334367,0.332085,0.682315
100,4,0.303598,0.301527,0.682315
100,5,0.265355,0.263544,0.682315
100,6,0.220577,0.219072,0.682315
100,7,0.170368,0.169206,0.682315
100,8,0.115964,0.115173,0.682315
100,9,0.058705,0.058304,0.682315
100,10,0.000000,0.000000,1.#INF00
101,0,0.371608,0.369047,0.689115
101,1,0.367033,0.364504,0.689115
101,2,0.353420,0.350985,0.689115
101,3,0.331105,0.328824,0.689115
101,4,0.300637,0.298566,0.689115
101,5,0.262767,0.260956,0.689115
101,6,0.218426,0.216921,0.689115
101,7,0.168707,0.167544,0.689115
101,8,0.114833,0.114042,0.689115
101,9,0.058132,0.057732,0.689115
101,10,0.000000,0.000000,1.#INF00
102,0,0.367984,0.365423,0.695914
102,1,0.363453,0.360924,0.695914
102,2,0.349973,0.347538,0.695914
102,3,0.327876,0.325594,0.695914
102,4,0.297705,0.295633,0.695914
102,5,0.260204,0.258393,0.695914
102,6,0.216295,0.214790,0.695914
102,7,0.167061,0.165899,0.695914
102,8,0.113713,0.112922,0.695914
102,9,0.057565,0.057165,0.695914
102,10,0.000000,0.000000,1.#INF00
103,0,0.364395,0.361834,0.702712
103,1,0.359909,0.357379,0.702712
103,2,0.346560,0.344125,0.702712
103,3,0.324678,0.322397,0.702712
103,4,0.294802,0.292730,0.702712
103,5,0.257666,0.255855,0.702712
103,6,0.214186,0.212681,0.702712
103,7,0.165432,0.164269,0.702712
103,8,0.112604,0.111813,0.702712
103,9,0.057004,0.056603,0.702712
103,10,0.000000,0.000000,1.#INF00
104,0,0.360841,0.358281,0.709511
104,1,0.356398,0.353870,0.709511
104,2,0.343180,0.340745,0.709511
104,3,0.321511,0.319230,0.709511
104,4,0.291926,0.289855,0.709511
104,5,0.255153,0.253343,0.709511
104,6,0.212097,0.210592,0.709511
104,7,0.163818,0.162656,0.709511
104,8,0.111506,0.110715,0.709511
104,9,0.056448,0.056047,0.709511
104,10,0.000000,0.000000,1.#INF00
105,0,0.357321,0.354762,0.716308
105,1,0.352922,0.350394,0.716308
105,2,0.339833,0.337399,0.716308
105,3,0.318376,0.316095,0.716308
105,4,0.289079,0.287008,0.716308
105,5,0.252664,0.250855,0.716308
105,6,0.210028,0.208524,0.716308
105,7,0.162221,0.161059,0.716308
105,8,0.110418,0.109627,0.716308
105,9,0.055897,0.055497,0.716308
105,10,0.000000,0.000000,1.#INF00
106,0,0.353836,0.351278,0.723106
106,1,0.349480,0.346953,0.723106
106,2,0.336518,0.334085,0.723106
106,3,0.315271,0.312991,0.723106
106,4,0.286260,0.284190,0.723106
106,5,0.250200,0.248391,0.723106
106,6,0.207980,0.206476,0.723106
106,7,0.160638,0.159477,0.723106
106,8,0.109341,0.108551,0.723106
106,9,0.055352,0.054952,0.723106
106,10,0.000000,0.000000,1.#INF00
107,0,0.350385,0.347828,0.729902
107,1,0.346071,0.343545,0.729902
107,2,0.333236,0.330804,0.729902
107,3,0.312196,0.309917,0.729902
107,4,0.283468,0.281399,0.729902
107,5,0.247760,0.245951,0.729902
107,6,0.205951,0.204448,0.729902
107,7,0.159072,0.157911,0.729902
107,8,0.108275,0.107485,0.729902
107,9,0.054812,0.054412,0.729902
107,10,0.000000,0.000000,1.#INF00
108,0,0.346968,0.344412,0.736699
108,1,0.342696,0.340172,0.736699
108,2,0.329986,0.327555,0.736699
108,3,0.309151,0.306873,0.736699
108,4,0.280703,0.278635,0.736699
108,5,0.245343,0.243536,0.736699
108,6,0.203943,0.202440,0.736699
108,7,0.157520,0.156360,0.736699
108,8,0.107219,0.106429,0.736699
108,9,0.054278,0.053878,0.736699
108,10,0.000000,0.000000,1.#INF00
109,0,0.343584,0.341029,0.743495
109,1,0.339354,0.336831,0.743495
109,2,0.326768,0.324338,0.743495
109,3,0.306135,0.303859,0.743495
109,4,0.277965,0.275898,0.743495
109,5,0.242950,0.241144,0.743495
109,6,0.201954,0.200452,0.743495
109,7,0.155984,0.154824,0.743495
109,8,0.106173,0.105384,0.743495
109,9,0.053748,0.053349,0.743495
109,10,0.000000,0.000000,1.#INF00
110,0,0.340233,0.337680,0.750290
110,1,0.336044,0.333523,0.750290
110,2,0.323581,0.321153,0.750290
110,3,0.303150,0.300875,0.750290
110,4,0.275254,0.273189,0.750290
110,5,0.240581,0.238776,0.750290
110,6,0.199984,0.198483,0.750290
110,7,0.154462,0.153304,0.750290
110,8,0.105138,0.104349,0.750290
110,9,0.053224,0.052825,0.750290
110,10,0.000000,0.000000,1.#INF00
111,0,0.336914,0.334364,0.757085
111,1,0.332766,0.330247,0.757085
111,2,0.320425,0.317999,0.757085
111,3,0.300193,0.297920,0.757085
111,4,0.272569,0.270506,0.757085
111,5,0.238234,0.236431,0.757085
111,6,0.198033,0.196534,0.757085
111,7,0.152956,0.151798,0.757085
111,8,0.104112,0.103324,0.757085
111,9,0.052705,0.052306,0.757085
111,10,0.000000,0.000000,1.#INF00
112,0,0.333628,0.331080,0.763879
112,1,0.329521,0.327004,0.763879
112,2,0.317299,0.314876,0.763879
112,3,0.297265,0.294994,0.763879
112,4,0.269911,0.267849,0.763879
112,5,0.235911,0.234109,0.763879
112,6,0.196102,0.194604,0.763879
112,7,0.151464,0.150307,0.763879
112,8,0.103097,0.102309,0.763879
112,9,0.052191,0.051792,0.763879
112,10,0.000000,0.000000,1.#INF00
113,0,0.330374,0.327828,0.770673
113,1,0.326307,0.323792,0.770673
113,2,0.314205,0.311783,0.770673
113,3,0.294366,0.292097,0.770673
113,4,0.267279,0.265219,0.770673
113,5,0.233610,0.231810,0.770673
113,6,0.194189,0.192693,0.770673
113,7,0.149987,0.148831,0.770673
113,8,0.102091,0.101305,0.770673
113,9,0.051682,0.051284,0.770673
113,10,0.000000,0.000000,1.#INF00
114,0,0.327152,0.324609,0.777467
114,1,0.323124,0.320612,0.777467
114,2,0.311140,0.308721,0.777467
114,3,0.291495,0.289228,0.777467
114,4,0.264672,0.262614,0.777467
114,5,0.231332,0.229533,0.777467
114,6,0.192295,0.190800,0.777467
114,7,0.148524,0.147369,0.777467
114,8,0.101096,0.100310,0.777467
114,9,0.051178,0.050780,0.777467
114,10,0.000000,0.000000,1.#INF00
115,0,0.323961,0.321421,0.784260
115,1,0.319973,0.317463,0.784260
115,2,0.308106,0.305689,0.784260
115,3,0.288652,0.286388,0.784260
115,4,0.262090,0.260035,0.784260
115,5,0.229075,0.227279,0.784260
115,6,0.190420,0.188926,0.784260
115,7,0.147075,0.145922,0.784260
115,8,0.100110,0.099324,0.784260
115,9,0.050679,0.050281,0.784260
115,10,0.000000,0.000000,1.#INF00
116,0,0.320802,0.318264,0.791053
116,1,0.316852,0.314346,0.791053
116,2,0.305101,0.302687,0.791053
116,3,0.285836,0.283575,0.791053
116,4,0.259534,0.257481,0.791053
116,5,0.226841,0.225047,0.791053
116,6,0.188563,0.187071,0.791053
116,7,0.145641,0.144489,0.791053
116,8,0.099133,0.098349,0.791053
116,9,0.050184,0.049787,0.791053
116,10,0.000000,0.000000,1.#INF00
117,0,0.317673,0.315138,0.797845
117,1,0.313762,0.311258,0.797845
117,2,0.302125,0.299714,0.797845
117,3,0.283049,0.280790,0.797845
117,4,0.257003,0.254952,0.797845
117,5,0.224629,0.222836,0.797845
117,6,0.186723,0.185234,0.797845
117,7,0.144220,0.143070,0.797845
117,8,0.098166,0.097383,0.797845
117,9,0.049695,0.049298,0.797845
117,10,0.000000,0.000000,1.#INF00
118,0,0.314574,0.312043,0.804636
118,1,0.310702,0.308202,0.804636
118,2,0.299178,0.296771,0.804636
118,3,0.280288,0.278033,0.804636
118,4,0.254496,0.252448,0.804636
118,5,0.222438,0.220648,0.804636
118,6,0.184902,0.183414,0.804636
118,7,0.142814,0.141665,0.804636
118,8,0.097209,0.096427,0.804636
118,9,0.049210,0.048814,0.804636
118,10,0.000000,0.000000,1.#INF00
119,0,0.311506,0.308979,0.811428
119,1,0.307671,0.305175,0.811428
119,2,0.296260,0.293856,0.811428
119,3,0.277554,0.275302,0.811428
119,4,0.252014,0.249969,0.811428
119,5,0.220268,0.218481,0.811428
119,6,0.183099,0.181613,0.811428
119,7,0.141421,0.140273,0.811428
119,8,0.096261,0.095480,0.811428
119,9,0.048730,0.048335,0.811428
119,10,0.000000,0.000000,1.#INF00
120,0,0.308468,0.305944,0.818218
120,1,0.304670,0.302178,0.818218
120,2,0.293371,0.290970,0.818218
120,3,0.274847,0.272598,0.818218
120,4,0.249556,0.247514,0.818218
120,5,0.218120,0.216335,0.818218
120,6,0.181313,0.179829,0.818218
120,7,0.140042,0.138896,0.818218
120,8,0.095322,0.094542,0.818218
120,9,0.048255,0.047860,0.818218
120,10,0.000000,0.000000,1.#INF00
121,0,0.305460,0.302940,0.825009
121,1,0.301699,0.299210,0.825009
121,2,0.290509,0.288113,0.825009
121,3,0.272166,0.269921,0.825009
121,4,0.247122,0.245083,0.825009
121,5,0.215993,0.214211,0.825009
121,6,0.179545,0.178063,0.825009
121,7,0.138676,0.137532,0.825009
121,8,0.094392,0.093613,0.825009
121,9,0.047784,0.047390,0.825009
121,10,0.000000,0.000000,1.#INF00
122,0,0.302480,0.299964,0.831798
122,1,0.298756,0.296271,0.831798
122,2,0.287676,0.285283,0.831798
122,3,0.269512,0.267270,0.831798
122,4,0.244712,0.242676,0.831798
122,5,0.213886,0.212107,0.831798
122,6,0.177793,0.176315,0.831798
122,7,0.137323,0.136181,0.831798
122,8,0.093472,0.092694,0.831798
122,9,0.047318,0.046925,0.831798
122,10,0.000000,0.000000,1.#INF00
123,0,0.299530,0.297018,0.838588
123,1,0.295842,0.293362,0.838588
123,2,0.284870,0.282481,0.838588
123,3,0.266883,0.264645,0.838588
123,4,0.242325,0.240293,0.838588
123,5,0.211800,0.210024,0.838588
123,6,0.176059,0.174583,0.838588
123,7,0.135984,0.134844,0.838588
123,8,0.092560,0.091784,0.838588
123,9,0.046857,0.046464,0.838588
123,10,0.000000,0.000000,1.#INF00
124,0,0.296609,0.294101,0.845377
124,1,0.292957,0.290480,0.845377
124,2,0.282092,0.279707,0.845377
124,3,0.264280,0.262046,0.845377
124,4,0.239962,0.237933,0.845377
124,5,0.209734,0.207961,0.845377
124,6,0.174342,0.172868,0.845377
124,7,0.134658,0.133519,0.845377
124,8,0.091657,0.090882,0.845377
124,9,0.046400,0.046008,0.845377
124,10,0.000000,0.000000,1.#INF00
125,0,0.293716,0.291213,0.852165
125,1,0.290100,0.287628,0.852165
125,2,0.279340,0.276960,0.852165
125,3,0.261703,0.259473,0.852165
125,4,0.237621,0.235596,0.852165
125,5,0.207688,0.205919,0.852165
125,6,0.172642,0.171171,0.852165
125,7,0.133344,0.132208,0.852165
125,8,0.090763,0.089990,0.852165
125,9,0.045947,0.045556,0.852165
125,10,0.000000,0.000000,1.#INF00
126,0,0.290851,0.288353,0.858953
126,1,0.287270,0.284803,0.858953
126,2,0.276616,0.274240,0.858953
126,3,0.259150,0.256924,0.858953
126,4,0.235304,0.233282,0.858953
126,5,0.205663,0.203896,0.858953
126,6,0.170958,0.169490,0.858953
126,7,0.132044,0.130909,0.858953
126,8,0.089878,0.089106,0.858953
126,9,0.045499,0.045108,0.858953
126,10,0.000000,0.000000,1.#INF00
127,0,0.288014,0.285521,0.865741
127,1,0.284469,0.282006,0.865741
127,2,0.273918,0.271547,0.865741
127,3,0.256623,0.254401,0.865741
127,4,0.233009,0.230991,0.865741
127,5,0.203657,0.201894,0.865741
127,6,0.169291,0.167825,0.865741
127,7,0.130756,0.129624,0.865741
127,8,0.089001,0.088231,0.865741
127,9,0.045055,0.044665,0.865741
127,10,0.000000,0.000000,1.#INF00
128,0,0.285205,0.282717,0.872528
128,1,0.281694,0.279236,0.872528
128,2,0.271246,0.268880,0.872528
128,3,0.254120,0.251903,0.872528
128,4,0.230736,0.228723,0.872528
128,5,0.201671,0.199911,0.872528
128,6,0.167640,0.166177,0.872528
128,7,0.129481,0.128351,0.872528
128,8,0.088133,0.087364,0.872528
128,9,0.044616,0.044227,0.872528
128,10,0.000000,0.000000,1.#INF00
129,0,0.282424,0.279940,0.879314
129,1,0.278947,0.276494,0.879314
129,2,0.268601,0.266239,0.879314
129,3,0.251641,0.249429,0.879314
129,4,0.228486,0.226476,0.879314
129,5,0.199704,0.197948,0.879314
129,6,0.166004,0.164545,0.879314
129,7,0.128218,0.127090,0.879314
129,8,0.087274,0.086506,0.879314
129,9,0.044181,0.043792,0.879314
129,10,0.000000,0.000000,1.#INF00
130,0,0.279669,0.277191,0.886100
130,1,0.276226,0.273778,0.886100
130,2,0.265981,0.263624,0.886100
130,3,0.249187,0.246979,0.886100
130,4,0.226257,0.224252,0.886100
130,5,0.197756,0.196004,0.886100
130,6,0.164385,0.162929,0.886100
130,7,0.126967,0.125842,0.886100
130,8,0.086423,0.085657,0.886100
130,9,0.043750,0.043362,0.886100
130,10,0.000000,0.000000,1.#INF00
131,0,0.276941,0.274469,0.892886
131,1,0.273532,0.271090,0.892886
131,2,0.263387,0.261035,0.892886
131,3,0.246757,0.244553,0.892886
131,4,0.224050,0.222050,0.892886
131,5,0.195827,0.194079,0.892886
131,6,0.162782,0.161329,0.892886
131,7,0.125729,0.124606,0.892886
131,8,0.085580,0.084815,0.892886
131,9,0.043323,0.042936,0.892886
131,10,0.000000,0.000000,1.#INF00
132,0,0.274240,0.271773,0.899671
132,1,0.270864,0.268427,0.899671
132,2,0.260818,0.258472,0.899671
