n,j,u[n][j],exact,error
23,5,0.448655,0.563508,25.599189
23,6,0.416553,0.468418,12.450896
23,7,0.349086,0.361794,3.640405
23,8,0.251356,0.246262,2.026738
23,9,0.131513,0.124666,5.206824
23,10,0.000000,0.000000,0.000000
24,0,0.118538,0.789093,565.690709
24,1,0.228575,0.779378,240.972663
24,2,0.321911,0.750472,133.130350
24,3,0.391071,0.703087,79.785125
24,4,0.429910,0.638390,48.493713
24,5,0.434327,0.557973,28.468445
24,6,0.402923,0.463818,15.113148
24,7,0.337444,0.358241,6.163132
24,8,0.242859,0.243843,0.405250
24,9,0.127032,0.123441,2.826299
24,10,0.000000,0.000000,0.000000
25,0,0.115192,0.781344,578.297611
25,1,0.222020,0.771724,247.592855
25,2,0.312458,0.743102,137.824246
25,3,0.379266,0.696182,83.560499
25,4,0.416561,0.632120,51.747513
25,5,0.420481,0.552493,31.395691
25,6,0.389784,0.459262,17.824697
25,7,0.326241,0.354723,8.730094
25,8,0.234693,0.241448,2.878655
25,9,0.122727,0.122229,0.405757
25,10,0.000000,0.000000,0.000000
26,0,0.111906,0.773670,591.359025
26,1,0.215596,0.764145,254.433850
26,2,0.303227,0.735804,142.657731
26,3,0.367780,0.689345,87.434201
26,4,0.403617,0.625912,55.075702
26,5,0.407096,0.547067,34.382803
26,6,0.377114,0.454752,20.587261
26,7,0.315457,0.351239,11.342771
26,8,0.226840,0.239077,5.394739
26,9,0.118591,0.121029,2.055918
26,10,0.000000,0.000000,0.000000
27,0,0.108683,0.766072,604.868124
27,1,0.209309,0.756640,261.493881
27,2,0.294219,0.728578,147.631121
27,3,0.356608,0.682575,91.407583
27,4,0.391068,0.619765,58.480064
27,5,0.394156,0.541695,37.431632
27,6,0.364892,0.450286,23.402560
27,7,0.305071,0.347789,14.002682
27,8,0.219285,0.236729,7.954835
27,9,0.114614,0.119840,4.559933
27,10,0.000000,0.000000,0.000000
28,0,0.105527,0.758548,618.820118
28,1,0.203163,0.749209,268.771931
28,2,0.285435,0.721422,152.745010
28,3,0.345746,0.675871,95.482063
28,4,0.378902,0.613678,61.962371
28,5,0.381642,0.536375,40.544005
28,6,0.353097,0.445863,26.272316
28,7,0.295064,0.344374,16.711386
28,8,0.212015,0.234404,10.560342
28,9,0.110789,0.118663,7.107574
28,10,0.000000,0.000000,0.000000
29,0,0.102439,0.751098,633.211940
29,1,0.197161,0.741851,276.267632
29,2,0.276875,0.714337,158.000241
29,3,0.335188,0.669234,99.659127
29,4,0.367107,0.607651,65.524391
29,5,0.369538,0.531107,43.721740
29,6,0.341711,0.441485,29.198260
29,7,0.285419,0.340992,19.470470
29,8,0.205014,0.232102,13.212711
29,9,0.107108,0.117498,9.700200
29,10,0.000000,0.000000,0.000000
30,0,0.099422,0.743722,648.041988
30,1,0.191302,0.734565,283.981180
30,2,0.268537,0.707322,163.397885
30,3,0.324929,0.662661,103.940329
30,4,0.355672,0.601684,69.167899
30,5,0.357830,0.525891,46.966646
30,6,0.330717,0.437149,32.182127
30,7,0.276119,0.337643,22.281552
30,8,0.198271,0.229823,15.913443
30,9,0.103565,0.116344,12.339227
30,10,0.000000,0.000000,0.000000
31,0,0.096477,0.736418,663.309924
31,1,0.185590,0.727351,291.913266
31,2,0.260421,0.700375,168.939223
31,3,0.314963,0.656153,108.327300
31,4,0.344588,0.595774,72.894684
31,5,0.346503,0.520726,50.280535
31,6,0.320099,0.432855,35.225664
31,7,0.267149,0.334327,25.146273
31,8,0.191773,0.227566,18.664078
31,9,0.100152,0.115201,15.026126
31,10,0.000000,0.000000,0.000000
32,0,0.093603,0.729185,679.016510
32,1,0.180023,0.720208,300.065023
32,2,0.252524,0.693496,174.625729
32,3,0.305283,0.649709,112.821743
32,4,0.333843,0.589923,76.706558
32,5,0.335542,0.515612,53.665222
32,6,0.309841,0.428604,38.330626
32,7,0.258494,0.331043,28.066300
32,8,0.185509,0.225331,21.466196
32,9,0.096864,0.114070,17.762414
32,10,0.000000,0.000000,0.000000
33,0,0.090802,0.722024,695.163473
33,1,0.174600,0.713135,308.437975
33,2,0.244843,0.686686,180.459057
33,3,0.295884,0.643328,117.425437
33,4,0.323429,0.584130,80.605358
33,5,0.324936,0.510548,57.122535
33,6,0.299928,0.424395,41.498781
33,7,0.250140,0.327792,31.043321
33,8,0.179468,0.223118,24.321407
33,9,0.093695,0.112949,20.549650
33,10,0.000000,0.000000,0.000000
34,0,0.088073,0.714933,711.753399
34,1,0.169322,0.706131,317.034004
34,2,0.237376,0.679942,186.441030
34,3,0.286760,0.637010,122.140237
34,4,0.313334,0.578393,84.592951
34,5,0.314672,0.505534,60.654315
34,6,0.290349,0.420227,44.731911
34,7,0.242076,0.324573,34.079044
34,8,0.173641,0.220926,27.231353
34,9,0.090640,0.111840,23.389426
34,10,0.000000,0.000000,0.000000
35,0,0.085415,0.707912,728.789642
35,1,0.164186,0.699196,325.855312
35,2,0.230118,0.673264,192.573628
35,3,0.277904,0.630754,126.968073
35,4,0.303550,0.572712,88.671241
35,5,0.304737,0.500569,64.262422
35,6,0.281088,0.416100,48.031814
35,7,0.234288,0.321385,37.175199
35,8,0.168019,0.218757,30.197702
35,9,0.087693,0.110742,26.283369
35,10,0.000000,0.000000,0.000000
36,0,0.082829,0.700959,746.276252
36,1,0.159191,0.692329,334.904404
36,2,0.223066,0.666652,198.858983
36,3,0.269310,0.624559,131.910951
36,4,0.294068,0.567088,92.842169
36,5,0.295122,0.495653,67.948736
36,6,0.272135,0.412013,51.400307
36,7,0.226766,0.318229,40.333538
36,8,0.162592,0.216608,33.222148
36,9,0.084850,0.109654,29.233136
36,10,0.000000,0.000000,0.000000
37,0,0.080312,0.694075,764.217913
37,1,0.154335,0.685530,344.184056
37,2,0.216215,0.660104,205.299370
37,3,0.260971,0.618425,136.970955
37,4,0.284879,0.561518,97.107716
37,5,0.285813,0.490785,71.715164
37,6,0.263478,0.407967,54.839226
37,7,0.219499,0.315103,43.555831
37,8,0.157352,0.214481,36.306410
37,9,0.082106,0.108577,32.240409
37,10,0.000000,0.000000,0.000000
38,0,0.077866,0.687258,782.619892
38,1,0.149615,0.678797,353.697305
38,2,0.209563,0.653622,211.897202
38,3,0.252881,0.612352,142.150243
38,4,0.275974,0.556004,101.469907
38,5,0.276803,0.485965,75.563638
38,6,0.255105,0.403960,58.350427
38,7,0.212477,0.312009,46.843871
38,8,0.152292,0.212375,39.452230
38,9,0.079457,0.107511,35.306898
38,10,0.000000,0.000000,0.000000
39,0,0.075487,0.680509,801.488001
39,1,0.145028,0.672131,363.447428
39,2,0.203104,0.647202,218.655024
39,3,0.245033,0.606338,147.451049
39,4,0.267344,0.550543,105.930811
39,5,0.268080,0.481192,79.496120
39,6,0.247007,0.399993,61.935791
39,7,0.205689,0.308945,50.199474
39,8,0.147404,0.210289,42.661374
39,9,0.076899,0.106455,38.434336
39,10,0.000000,0.000000,0.000000
40,0,0.073176,0.673825,820.828556
40,1,0.140574,0.665530,373.437933
40,2,0.196835,0.640846,225.575509
40,3,0.237422,0.600383,152.875685
40,4,0.258981,0.545136,110.492546
40,5,0.259634,0.476467,83.514603
40,6,0.239173,0.396065,65.597223
40,7,0.199129,0.305910,53.624476
40,8,0.142682,0.208224,45.935629
40,9,0.074429,0.105410,41.624482
40,10,0.000000,0.000000,0.000000
41,0,0.070931,0.667208,840.648353
41,1,0.136248,0.658993,383.672547
41,2,0.190750,0.634552,232.661456
41,3,0.230041,0.594486,158.426537
41,4,0.250878,0.539782,115.157276
41,5,0.251457,0.471787,87.621116
41,6,0.231595,0.392175,69.336655
41,7,0.192785,0.302906,57.120741
41,8,0.138118,0.206179,49.276807
41,9,0.072042,0.104374,44.879117
41,10,0.000000,0.000000,0.000000
42,0,0.068750,0.660655,860.954640
42,1,0.132048,0.652521,394.155206
42,2,0.184846,0.628320,239.915786
42,3,0.222883,0.588648,164.106071
42,4,0.243026,0.534481,119.927219
42,5,0.243540,0.467154,91.817722
42,6,0.224262,0.388323,73.156047
42,7,0.186652,0.299931,60.690152
42,8,0.133708,0.204154,52.686744
42,9,0.069736,0.103349,48.200046
42,10,0.000000,0.000000,0.000000
43,0,0.066632,0.654167,881.755102
43,1,0.127971,0.646113,404.890050
43,2,0.179118,0.622150,247.341542
43,3,0.215943,0.582867,169.916826
43,4,0.235419,0.529232,124.804642
43,5,0.235875,0.462566,96.106522
43,6,0.217167,0.384510,77.057386
43,7,0.180720,0.296985,64.334623
43,8,0.129444,0.202149,56.167299
43,9,0.067508,0.102334,51.589099
43,10,0.000000,0.000000,0.000000
44,0,0.064577,0.647742,903.057837
44,1,0.124014,0.639767,415.881416
44,2,0.173561,0.616039,254.941880
44,3,0.209215,0.577142,175.861420
44,4,0.228047,0.524034,129.791867
44,5,0.228452,0.458023,100.489654
44,6,0.210300,0.380733,81.042694
44,7,0.174983,0.294069,68.056091
44,8,0.125321,0.200163,59.720357
44,9,0.065353,0.101329,55.048128
44,10,0.000000,0.000000,0.000000
45,0,0.062582,0.641381,924.871347
45,1,0.120175,0.633484,427.133830
45,2,0.168171,0.609989,262.720078
45,3,0.202692,0.571474,181.942550
45,4,0.220906,0.518888,134.891269
45,5,0.221265,0.453525,104.969300
45,6,0.203655,0.376994,85.114023
45,7,0.169432,0.291181,71.856525
45,8,0.121335,0.198198,63.347829
45,9,0.063271,0.100334,58.579013
45,10,0.000000,0.000000,0.000000
46,0,0.060645,0.635082,947.204527
46,1,0.116450,0.627263,438.652009
46,2,0.162944,0.603998,270.679526
46,3,0.196369,0.565862,188.162989
46,4,0.213986,0.513792,140.105282
46,5,0.214305,0.449070,109.547683
46,6,0.197223,0.373292,89.273460
46,7,0.164063,0.288321,75.737920
46,8,0.117479,0.196251,67.051652
46,9,0.061257,0.099349,62.183658
46,10,0.000000,0.000000,0.000000
47,0,0.058767,0.628844,970.066651
47,1,0.112837,0.621102,450.440852
47,2,0.157875,0.598067,278.823731
47,3,0.190240,0.560304,194.525590
47,4,0.207282,0.508746,145.436393
47,5,0.207565,0.444660,114.227070
47,6,0.190998,0.369625,93.523129
47,7,0.158868,0.285489,79.702304
47,8,0.113750,0.194324,70.833793
47,9,0.059309,0.098373,65.863994
47,10,0.000000,0.000000,0.000000
48,0,0.056944,0.622668,993.467371
48,1,0.109333,0.615002,462.505442
48,2,0.152960,0.592193,287.156314
48,3,0.184299,0.554802,201.033285
48,4,0.200787,0.503749,150.887152
48,5,0.201038,0.440293,119.009772
48,6,0.184972,0.365995,97.865188
48,7,0.153841,0.282686,83.751735
48,8,0.110143,0.192415,74.696246
48,9,0.057426,0.097407,69.621979
48,10,0.000000,0.000000,0.000000
49,0,0.055177,0.616553,1017.416705
49,1,0.105934,0.608962,474.851039
49,2,0.148194,0.586377,295.681009
49,3,0.178542,0.549353,207.689085
49,4,0.194495,0.498802,156.460164
49,5,0.194718,0.435969,123.898150
49,6,0.179139,0.362401,102.301837
49,7,0.148976,0.279909,87.888308
49,8,0.106653,0.190525,78.641036
49,9,0.055604,0.096450,73.459602
49,10,0.000000,0.000000,0.000000
50,0,0.053462,0.610498,1041.925035
50,1,0.102638,0.602982,487.483084
50,2,0.143575,0.580618,304.401666
50,3,0.172962,0.543958,214.496085
50,4,0.188399,0.493903,162.158101
50,5,0.188597,0.431687,128.894610
50,6,0.173492,0.358842,106.835313
50,7,0.144269,0.277160,92.114148
50,8,0.103276,0.188654,82.670222
50,9,0.053841,0.095503,77.378880
50,10,0.000000,0.000000,0.000000
51,0,0.051800,0.604502,1067.003104
51,1,0.099442,0.597060,500.407196
51,2,0.139096,0.574916,313.322248
51,3,0.167554,0.538615,221.457459
51,4,0.182493,0.489053,167.983691
51,5,0.182669,0.427448,134.001609
51,6,0.168024,0.355318,111.467898
51,7,0.139712,0.274438,96.431421
51,8,0.100008,0.186801,86.785892
51,9,0.052136,0.094565,81.381862
51,10,0.000000,0.000000,0.000000
52,0,0.050187,0.598565,1092.662014
52,1,0.096344,0.591196,513.629170
52,2,0.134755,0.569270,322.446834
52,3,0.162314,0.533326,228.576467
52,4,0.176772,0.484250,173.939730
52,5,0.176928,0.423250,139.221656
52,6,0.162731,0.351828,116.201912
52,7,0.135302,0.271743,100.842327
52,8,0.096846,0.184967,90.990172
52,9,0.050486,0.093636,85.470630
52,10,0.000000,0.000000,0.000000
53,0,0.048624,0.592687,1118.913224
53,1,0.093341,0.585390,527.154979
53,2,0.130548,0.563679,331.779619
53,3,0.157236,0.528088,235.856449
53,4,0.171230,0.479494,180.029078
53,5,0.171368,0.419093,144.557312
53,6,0.157606,0.348373,121.039725
53,7,0.131033,0.269074,105.349108
53,8,0.093786,0.183150,95.285221
53,9,0.048889,0.092717,89.647299
53,10,0.000000,0.000000,0.000000
54,0,0.047109,0.586866,1145.768548
54,1,0.090429,0.579641,540.990774
54,2,0.126470,0.558143,341.324913
54,3,0.152316,0.522902,243.300834
54,4,0.165861,0.474785,186.254659
54,5,0.165983,0.414977,150.011192
54,6,0.152644,0.344951,125.983749
54,7,0.126900,0.266432,109.954043
54,8,0.090824,0.181352,99.673236
54,9,0.047344,0.091806,93.914020
54,10,0.000000,0.000000,0.000000
55,0,0.045640,0.581102,1173.240159
55,1,0.087607,0.573948,555.142884
55,2,0.122518,0.552661,351.087146
55,3,0.147548,0.517766,250.913135
55,4,0.160660,0.470122,192.619468
55,5,0.160768,0.410901,155.585965
55,6,0.147840,0.341563,131.036445
55,7,0.122899,0.263815,114.659456
55,8,0.087957,0.179571,104.156454
55,9,0.045848,0.090904,98.272979
55,10,0.000000,0.000000,0.000000
56,0,0.044216,0.575395,1201.340585
56,1,0.084871,0.568311,569.617817
56,2,0.118688,0.547234,361.070863
56,3,0.142929,0.512681,258.696953
56,4,0.155621,0.465505,199.126567
56,5,0.155718,0.406866,161.284359
56,6,0.143187,0.338209,136.200321
56,7,0.119026,0.261224,119.467713
56,8,0.085182,0.177807,108.737149
56,9,0.044401,0.090012,102.726403
56,10,0.000000,0.000000,0.000000
57,0,0.042835,0.569744,1230.082716
57,1,0.082220,0.562730,584.422263
57,2,0.114976,0.541859,371.280732
57,3,0.138453,0.507646,266.655980
57,4,0.150740,0.460933,205.779089
57,5,0.150826,0.402870,167.109160
57,6,0.138682,0.334887,141.477938
57,7,0.115276,0.258659,124.381225
57,8,0.082496,0.176061,113.417639
57,9,0.042999,0.089128,107.276555
57,10,0.000000,0.000000,0.000000
58,0,0.041497,0.564149,1259.479801
58,1,0.079650,0.557203,599.563093
