n,j,u[n][j],exact,error
44,3,0.576418,0.577142,0.125693
44,4,0.523377,0.524034,0.125693
44,5,0.457448,0.458023,0.125693
44,6,0.380255,0.380733,0.125693
44,7,0.293700,0.294069,0.125693
44,8,0.199912,0.200163,0.125693
44,9,0.101202,0.101329,0.125693
45,0,0.640557,0.641381,0.128551
45,1,0.632671,0.633484,0.128551
45,2,0.609206,0.609989,0.128551
45,3,0.570741,0.571474,0.128551
45,4,0.518222,0.518888,0.128551
45,5,0.452942,0.453525,0.128551
45,6,0.376510,0.376994,0.128551
45,7,0.290807,0.291181,0.128551
45,8,0.197943,0.198198,0.128551
45,9,0.100205,0.100334,0.128551
46,0,0.634248,0.635082,0.131410
46,1,0.626439,0.627263,0.131410
46,2,0.603206,0.603998,0.131410
46,3,0.565119,0.565862,0.131410
46,4,0.513118,0.513792,0.131410
46,5,0.448481,0.449070,0.131410
46,6,0.372802,0.373292,0.131410
46,7,0.287943,0.288321,0.131410
46,8,0.195993,0.196251,0.131410
46,9,0.099218,0.099349,0.131410
47,0,0.628001,0.628844,0.134269
47,1,0.620269,0.621102,0.134269
47,2,0.597265,0.598067,0.134269
47,3,0.559553,0.560304,0.134269
47,4,0.508064,0.508746,0.134269
47,5,0.444064,0.444660,0.134269
47,6,0.369130,0.369625,0.134269
47,7,0.285107,0.285489,0.134269
47,8,0.194063,0.194324,0.134269
47,9,0.098241,0.098373,0.134269
48,0,0.621816,0.622668,0.137127
48,1,0.614160,0.615002,0.137127
48,2,0.591382,0.592193,0.137127
48,3,0.554042,0.554802,0.137127
48,4,0.503060,0.503749,0.137127
48,5,0.439690,0.440293,0.137127
48,6,0.365494,0.365995,0.137127
48,7,0.282298,0.282686,0.137127
48,8,0.192152,0.192415,0.137127
48,9,0.097273,0.097407,0.137127
49,0,0.615691,0.616553,0.139986
49,1,0.608111,0.608962,0.139986
49,2,0.585557,0.586377,0.139986
49,3,0.548585,0.549353,0.139986
49,4,0.498105,0.498802,0.139986
49,5,0.435360,0.435969,0.139986
49,6,0.361894,0.362401,0.139986
49,7,0.279518,0.279909,0.139986
49,8,0.190259,0.190525,0.139986
49,9,0.096315,0.096450,0.139986
50,0,0.609627,0.610498,0.142845
50,1,0.602122,0.602982,0.142845
50,2,0.579790,0.580618,0.142845
50,3,0.543182,0.543958,0.142845
50,4,0.493199,0.493903,0.142845
50,5,0.431072,0.431687,0.142845
50,6,0.358330,0.358842,0.142845
50,7,0.276765,0.277160,0.142845
50,8,0.188385,0.188654,0.142845
50,9,0.095367,0.095503,0.142845
51,0,0.603623,0.604502,0.145704
51,1,0.596191,0.597060,0.145704
51,2,0.574079,0.574916,0.145704
51,3,0.537832,0.538615,0.145704
51,4,0.488341,0.489053,0.145704
51,5,0.426826,0.427448,0.145704
51,6,0.354801,0.355318,0.145704
51,7,0.274039,0.274438,0.145704
51,8,0.186530,0.186801,0.145704
51,9,0.094427,0.094565,0.145704
52,0,0.597678,0.598565,0.148563
52,1,0.590319,0.591196,0.148563
52,2,0.568425,0.569270,0.148563
52,3,0.532535,0.533326,0.148563
52,4,0.483531,0.484250,0.148563
52,5,0.422622,0.423250,0.148563
52,6,0.351306,0.351828,0.148563
52,7,0.271340,0.271743,0.148563
52,8,0.184693,0.184967,0.148563
52,9,0.093497,0.093636,0.148563
53,0,0.591791,0.592687,0.151422
53,1,0.584505,0.585390,0.151422
53,2,0.562826,0.563679,0.151422
53,3,0.527289,0.528088,0.151422
53,4,0.478769,0.479494,0.151422
53,5,0.418459,0.419093,0.151422
53,6,0.347846,0.348373,0.151422
53,7,0.268667,0.269074,0.151422
53,8,0.182873,0.183150,0.151422
53,9,0.092576,0.092717,0.151422
54,0,0.585962,0.586866,0.154281
54,1,0.578748,0.579641,0.154281
54,2,0.557283,0.558143,0.154281
54,3,0.522096,0.522902,0.154281
54,4,0.474053,0.474785,0.154281
54,5,0.414338,0.414977,0.154281
54,6,0.344420,0.344951,0.154281
54,7,0.266021,0.266432,0.154281
54,8,0.181072,0.181352,0.154281
54,9,0.091665,0.091806,0.154281
55,0,0.580191,0.581102,0.157141
55,1,0.573048,0.573948,0.157141
55,2,0.551794,0.552661,0.157141
55,3,0.516954,0.517766,0.157141
55,4,0.469384,0.470122,0.157141
55,5,0.410257,0.410901,0.157141
55,6,0.341028,0.341563,0.157141
55,7,0.263401,0.263815,0.157141
55,8,0.179289,0.179571,0.157141
55,9,0.090762,0.090904,0.157141
56,0,0.574476,0.575395,0.160000
56,1,0.567403,0.568311,0.160000
56,2,0.546359,0.547234,0.160000
56,3,0.511862,0.512681,0.160000
56,4,0.464761,0.465505,0.160000
56,5,0.406216,0.406866,0.160000
56,6,0.337669,0.338209,0.160000
56,7,0.260807,0.261224,0.160000
56,8,0.177523,0.177807,0.160000
56,9,0.089868,0.090012,0.160000
57,0,0.568818,0.569744,0.162860
57,1,0.561815,0.562730,0.162860
57,2,0.540978,0.541859,0.162860
57,3,0.506821,0.507646,0.162860
57,4,0.460183,0.460933,0.162860
57,5,0.402215,0.402870,0.162860
57,6,0.334343,0.334887,0.162860
57,7,0.258238,0.258659,0.162860
57,8,0.175774,0.176061,0.162860
57,9,0.088983,0.089128,0.162860
58,0,0.563216,0.564149,0.165719
58,1,0.556281,0.557203,0.165719
58,2,0.535650,0.536537,0.165719
58,3,0.501829,0.502660,0.165719
58,4,0.455651,0.456406,0.165719
58,5,0.398254,0.398914,0.165719
58,6,0.331050,0.331598,0.165719
58,7,0.255695,0.256118,0.165719
58,8,0.174043,0.174332,0.165719
58,9,0.088106,0.088252,0.165719
59,0,0.557668,0.558608,0.168579
59,1,0.550802,0.551731,0.168579
59,2,0.530374,0.531268,0.168579
59,3,0.496886,0.497724,0.168579
59,4,0.451163,0.451924,0.168579
59,5,0.394331,0.394996,0.168579
59,6,0.327789,0.328342,0.168579
59,7,0.253176,0.253603,0.168579
59,8,0.172329,0.172619,0.168579
59,9,0.087239,0.087386,0.168579
60,0,0.552176,0.553122,0.171438
60,1,0.545377,0.546312,0.171438
60,2,0.525150,0.526051,0.171438
60,3,0.491992,0.492836,0.171438
60,4,0.446719,0.447485,0.171438
60,5,0.390447,0.391116,0.171438
60,6,0.324561,0.325117,0.171438
60,7,0.250682,0.251112,0.171438
60,8,0.170632,0.170924,0.171438
60,9,0.086379,0.086527,0.171438
61,0,0.546737,0.547690,0.174298
61,1,0.540006,0.540947,0.174298
61,2,0.519978,0.520884,0.174298
61,3,0.487146,0.487995,0.174298
61,4,0.442320,0.443091,0.174298
61,5,0.386601,0.387275,0.174298
61,6,0.321364,0.321924,0.174298
61,7,0.248213,0.248646,0.174298
61,8,0.168951,0.169246,0.174298
61,9,0.085529,0.085678,0.174298
62,0,0.541352,0.542311,0.177158
62,1,0.534687,0.535634,0.177158
62,2,0.514856,0.515768,0.177158
62,3,0.482348,0.483203,0.177158
62,4,0.437963,0.438739,0.177158
62,5,0.382794,0.383472,0.177158
62,6,0.318199,0.318762,0.177158
62,7,0.245769,0.246204,0.177158
62,8,0.167287,0.167583,0.177158
62,9,0.084686,0.084836,0.177158
63,0,0.536020,0.536985,0.180018
63,1,0.529421,0.530374,0.180018
63,2,0.509785,0.510703,0.180018
63,3,0.477597,0.478457,0.180018
63,4,0.433649,0.434430,0.180018
63,5,0.379023,0.379706,0.180018
63,6,0.315065,0.315632,0.180018
63,7,0.243348,0.243786,0.180018
63,8,0.165639,0.165937,0.180018
63,9,0.083852,0.084003,0.180018
64,0,0.530741,0.531711,0.182878
64,1,0.524206,0.525165,0.182878
64,2,0.504764,0.505687,0.182878
64,3,0.472893,0.473758,0.182878
64,4,0.429378,0.430163,0.182878
64,5,0.375290,0.375977,0.182878
64,6,0.311962,0.312532,0.182878
64,7,0.240951,0.241392,0.182878
64,8,0.164008,0.164308,0.182878
64,9,0.083026,0.083178,0.182878
65,0,0.525513,0.526489,0.185738
65,1,0.519043,0.520007,0.185738
65,2,0.499793,0.500721,0.185738
65,3,0.468236,0.469105,0.185738
65,4,0.425149,0.425939,0.185738
65,5,0.371594,0.372284,0.185738
65,6,0.308889,0.309463,0.185738
65,7,0.238578,0.239021,0.185738
65,8,0.162393,0.162694,0.185738
65,9,0.082208,0.082361,0.185738
66,0,0.520337,0.521319,0.188598
66,1,0.513931,0.514900,0.188598
66,2,0.494870,0.495803,0.188598
66,3,0.463624,0.464498,0.188598
66,4,0.420962,0.421756,0.188598
66,5,0.367934,0.368628,0.188598
66,6,0.305847,0.306423,0.188598
66,7,0.236228,0.236674,0.188598
66,8,0.160793,0.161096,0.188598
66,9,0.081399,0.081552,0.188598
67,0,0.515212,0.516199,0.191459
67,1,0.508869,0.509843,0.191459
67,2,0.489996,0.490934,0.191459
67,3,0.459058,0.459936,0.191459
67,4,0.416815,0.417614,0.191459
67,5,0.364310,0.365008,0.191459
67,6,0.302834,0.303414,0.191459
67,7,0.233901,0.234349,0.191459
67,8,0.159209,0.159514,0.191459
67,9,0.080597,0.080751,0.191459
