0.000000,0.000000,0.000000
0.309017,0.309017,0.000000
0.587785,0.587785,0.000000
0.809017,0.809017,0.000000
0.951057,0.951057,0.000000
1.000000,1.000000,0.000000
0.951057,0.951057,0.000000
0.809017,0.809017,0.000000
0.587785,0.587785,0.000000
0.309017,0.309017,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.297150,0.297055,0.031858
0.565213,0.565032,0.031858
0.777948,0.777701,0.031858
0.914533,0.914242,0.031858
0.961597,0.961291,0.031858
0.914533,0.914242,0.031858
0.777948,0.777701,0.031858
0.565213,0.565032,0.031858
0.297150,0.297055,0.031858
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.285738,0.285556,0.063705
0.543507,0.543160,0.063705
0.748073,0.747596,0.063705
0.879412,0.878852,0.063705
0.924669,0.924080,0.063705
0.879412,0.878852,0.063705
0.748073,0.747596,0.063705
0.543507,0.543160,0.063705
0.285738,0.285556,0.063705
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.274765,0.274503,0.095542
0.522634,0.522135,0.095542
0.719345,0.718657,0.095542
0.845640,0.844832,0.095542
0.889159,0.888309,0.095542
0.845640,0.844832,0.095542
0.719345,0.718657,0.095542
0.522634,0.522135,0.095542
0.274765,0.274503,0.095542
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.264213,0.263877,0.127370
0.502564,0.501924,0.127370
0.691720,0.690839,0.127370
0.813165,0.812130,0.127370
0.855013,0.853923,0.127370
0.813165,0.812130,0.127370
0.691720,0.690839,0.127370
0.502564,0.501924,0.127370
0.264213,0.263877,0.127370
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.254067,0.253662,0.159187
0.483264,0.482495,0.159187
0.665156,0.664097,0.159187
0.781937,0.780693,0.159187
0.822178,0.820869,0.159187
0.781937,0.780693,0.159187
0.665156,0.664097,0.159187
0.483264,0.482495,0.159187
0.254067,0.253662,0.159187
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.244310,0.243843,0.190994
0.464705,0.463818,0.190994
0.639612,0.638390,0.190994
0.751909,0.750472,0.190994
0.790603,0.789093,0.190994
0.751909,0.750472,0.190994
0.639612,0.638390,0.190994
0.464705,0.463818,0.190994
0.244310,0.243843,0.190994
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.234928,0.234404,0.222790
0.446859,0.445863,0.222790
0.615049,0.613678,0.222790
0.723033,0.721422,0.222790
0.760242,0.758548,0.222790
0.723033,0.721422,0.222790
0.615049,0.613678,0.222790
0.446859,0.445863,0.222790
0.234928,0.234404,0.222790
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.225906,0.225331,0.254577
0.429698,0.428604,0.254577
0.591429,0.589923,0.254577
0.695266,0.693496,0.254577
0.731046,0.729185,0.254577
0.695266,0.693496,0.254577
0.591429,0.589923,0.254577
0.429698,0.428604,0.254577
0.225906,0.225331,0.254577
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.217230,0.216608,0.286354
0.413197,0.412013,0.286354
0.568716,0.567088,0.286354
0.668566,0.666652,0.286354
0.702972,0.700959,0.286354
0.668566,0.666652,0.286354
0.568716,0.567088,0.286354
0.413197,0.412013,0.286354
0.217230,0.216608,0.286354
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.208888,0.208224,0.318120
0.397329,0.396065,0.318120
0.546876,0.545136,0.318120
0.642891,0.640846,0.318120
0.675976,0.673825,0.318120
0.642891,0.640846,0.318120
0.546876,0.545136,0.318120
0.397329,0.396065,0.318120
0.208888,0.208224,0.318120
0.000000,0.000000,0.000000
