0.000000,0.000000,0.000000
0.309017,0.309017,0.000000
0.587785,0.587785,0.000000
0.809017,0.809017,0.000000
0.951057,0.951057,0.000000
1.000000,1.000000,0.000000
0.951057,0.951057,0.000000
0.809017,0.809017,0.000000
0.587785,0.587785,0.000000
0.309017,0.309017,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.296917,0.297055,0.046364
0.564771,0.565032,0.046364
0.777340,0.777701,0.046364
0.913818,0.914242,0.046364
0.960845,0.961291,0.046364
0.913818,0.914242,0.046364
0.777340,0.777701,0.046364
0.564771,0.565032,0.046364
0.296917,0.297055,0.046364
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.285292,0.285556,0.092750
0.542657,0.543160,0.092750
0.746904,0.747596,0.092750
0.878038,0.878852,0.092750
0.923224,0.924080,0.092750
0.878038,0.878852,0.092750
0.746904,0.747596,0.092750
0.542657,0.543160,0.092750
0.285292,0.285556,0.092750
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.274121,0.274503,0.139157
0.521410,0.522135,0.139157
0.717659,0.718657,0.139157
0.843658,0.844832,0.139157
0.887075,0.888309,0.139157
0.843658,0.844832,0.139157
0.717659,0.718657,0.139157
0.521410,0.522135,0.139157
0.274121,0.274503,0.139157
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.263388,0.263877,0.185586
0.500994,0.501924,0.185586
0.689559,0.690839,0.185586
0.810625,0.812130,0.185586
0.852342,0.853923,0.185586
0.810625,0.812130,0.185586
0.689559,0.690839,0.185586
0.500994,0.501924,0.185586
0.263388,0.263877,0.185586
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.253075,0.253662,0.232036
0.481378,0.482495,0.232036
0.662559,0.664097,0.232036
0.778885,0.780693,0.232036
0.818968,0.820869,0.232036
0.778885,0.780693,0.232036
0.662559,0.664097,0.232036
0.481378,0.482495,0.232036
0.253075,0.253662,0.232036
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.243166,0.243843,0.278508
0.462529,0.463818,0.278508
0.636617,0.638390,0.278508
0.748388,0.750472,0.278508
0.786902,0.789093,0.278508
0.748388,0.750472,0.278508
0.636617,0.638390,0.278508
0.462529,0.463818,0.278508
0.243166,0.243843,0.278508
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.233645,0.234404,0.325001
0.444419,0.445863,0.325001
0.611690,0.613678,0.325001
0.719085,0.721422,0.325001
0.756091,0.758548,0.325001
0.719085,0.721422,0.325001
0.611690,0.613678,0.325001
0.444419,0.445863,0.325001
0.233645,0.234404,0.325001
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.224497,0.225331,0.371516
0.427018,0.428604,0.371516
0.587740,0.589923,0.371516
0.690930,0.693496,0.371516
0.726486,0.729185,0.371516
0.690930,0.693496,0.371516
0.587740,0.589923,0.371516
0.427018,0.428604,0.371516
0.224497,0.225331,0.371516
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.215707,0.216608,0.418052
0.410298,0.412013,0.418052
0.564727,0.567088,0.418052
0.663876,0.666652,0.418052
0.698041,0.700959,0.418052
0.663876,0.666652,0.418052
0.564727,0.567088,0.418052
0.410298,0.412013,0.418052
0.215707,0.216608,0.418052
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.207261,0.208224,0.464610
0.394233,0.396065,0.464610
0.542615,0.545136,0.464610
0.637882,0.640846,0.464610
0.670709,0.673825,0.464610
0.637882,0.640846,0.464610
0.542615,0.545136,0.464610
0.394233,0.396065,0.464610
0.207261,0.208224,0.464610
0.000000,0.000000,0.000000
