0.000000,0.000000,0.000000
0.309017,0.309017,0.000000
0.587785,0.587785,0.000000
0.809017,0.809017,0.000000
0.951057,0.951057,0.000000
1.000000,1.000000,0.000000
0.951057,0.951057,0.000000
0.809017,0.809017,0.000000
0.587785,0.587785,0.000000
0.309017,0.309017,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.297373,0.297055,0.107017
0.565638,0.565032,0.107017
0.778534,0.777701,0.107017
0.915221,0.914242,0.107017
0.962321,0.961291,0.107017
0.915221,0.914242,0.107017
0.778534,0.777701,0.107017
0.565638,0.565032,0.107017
0.297373,0.297055,0.107017
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.286169,0.285556,0.213919
0.544325,0.543160,0.213919
0.749199,0.747596,0.213919
0.880736,0.878852,0.213919
0.926061,0.924080,0.213919
0.880736,0.878852,0.213919
0.749199,0.747596,0.213919
0.544325,0.543160,0.213919
0.286169,0.285556,0.213919
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.275386,0.274503,0.320707
0.523815,0.522135,0.320707
0.720970,0.718657,0.320707
0.847551,0.844832,0.320707
0.891167,0.888309,0.320707
0.847551,0.844832,0.320707
0.720970,0.718657,0.320707
0.523815,0.522135,0.320707
0.275386,0.274503,0.320707
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.265009,0.263877,0.427381
0.504078,0.501924,0.427380
0.693804,0.690839,0.427380
0.815615,0.812130,0.427380
0.857589,0.853923,0.427380
0.815615,0.812130,0.427380
0.693804,0.690839,0.427380
0.504078,0.501924,0.427380
0.265009,0.263877,0.427380
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.255024,0.253662,0.533940
0.485085,0.482495,0.533940
0.667662,0.664097,0.533940
0.784883,0.780693,0.533939
0.825275,0.820869,0.533939
0.784883,0.780693,0.533939
0.667662,0.664097,0.533939
0.485085,0.482495,0.533939
0.255024,0.253662,0.533939
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.245415,0.243843,0.640386
0.466807,0.463818,0.640385
0.642505,0.638390,0.640385
0.755309,0.750472,0.640385
0.794179,0.789093,0.640385
0.755309,0.750472,0.640385
0.642505,0.638390,0.640385
0.466807,0.463818,0.640385
0.245415,0.243843,0.640385
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.236168,0.234404,0.746718
0.449218,0.445863,0.746717
0.618295,0.613678,0.746717
0.726850,0.721422,0.746716
0.764255,0.758548,0.746716
0.726850,0.721422,0.746716
0.618295,0.613678,0.746716
0.449218,0.445863,0.746716
0.236168,0.234404,0.746716
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.227269,0.225331,0.852936
0.432292,0.428604,0.852935
0.594998,0.589923,0.852934
0.699462,0.693496,0.852934
0.735458,0.729185,0.852934
0.699462,0.693496,0.852934
0.594998,0.589923,0.852934
0.432292,0.428604,0.852934
0.227269,0.225331,0.852934
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.218706,0.216608,0.959040
0.416003,0.412013,0.959039
0.572579,0.567088,0.959038
0.673107,0.666652,0.959038
0.707747,0.700959,0.959038
0.673107,0.666652,0.959038
0.572579,0.567088,0.959037
0.416003,0.412013,0.959037
0.218706,0.216608,0.959037
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.210465,0.208224,1.065031
0.400328,0.396065,1.065030
0.551005,0.545136,1.065029
0.647745,0.640846,1.065028
0.681079,0.673825,1.065028
0.647745,0.640846,1.065028
0.551005,0.545136,1.065028
0.400328,0.396065,1.065028
0.210465,0.208224,1.065028
0.000000,0.000000,0.000000
