n,j,u[n][j],exact,error
66,9,0.023309,0.022824,2.080982
66,10,0.000000,0.000000,0.000000
67,0,0.000000,0.000000,0.000000
67,1,0.022414,0.021941,2.112176
67,2,0.042634,0.041734,2.112176
67,3,0.058681,0.057441,2.112176
67,4,0.068984,0.067526,2.112176
67,5,0.072534,0.071002,2.112176
67,6,0.068984,0.067526,2.112176
67,7,0.058681,0.057441,2.112176
67,8,0.042634,0.041734,2.112176
67,9,0.022414,0.021941,2.112176
67,10,0.000000,0.000000,0.000000
68,0,0.000000,0.000000,0.000000
68,1,0.021553,0.021091,2.143361
68,2,0.040997,0.040118,2.143361
68,3,0.056427,0.055218,2.143361
68,4,0.066334,0.064913,2.143361
68,5,0.069748,0.068253,2.143361
68,6,0.066334,0.064913,2.143361
68,7,0.056427,0.055218,2.143361
68,8,0.040997,0.040118,2.143361
68,9,0.021553,0.021091,2.143361
68,10,0.000000,0.000000,0.000000
69,0,0.000000,0.000000,0.000000
69,1,0.020726,0.020275,2.174536
69,2,0.039422,0.038565,2.174536
69,3,0.054260,0.053080,2.174536
69,4,0.063787,0.062400,2.174536
69,5,0.067070,0.065611,2.174536
69,6,0.063787,0.062400,2.174536
69,7,0.054260,0.053080,2.174536
69,8,0.039422,0.038565,2.174536
69,9,0.020726,0.020275,2.174536
69,10,0.000000,0.000000,0.000000
70,0,0.000000,0.000000,0.000000
70,1,0.019930,0.019490,2.205701
70,2,0.037909,0.037072,2.205701
70,3,0.052177,0.051026,2.205701
70,4,0.061337,0.059984,2.205701
70,5,0.064494,0.063071,2.205701
70,6,0.061337,0.059984,2.205701
70,7,0.052177,0.051026,2.205701
70,8,0.037909,0.037072,2.205701
70,9,0.019930,0.019490,2.205701
70,10,0.000000,0.000000,0.000000
71,0,0.000000,0.000000,0.000000
71,1,0.019164,0.018736,2.236856
71,2,0.036453,0.035637,2.236856
71,3,0.050173,0.049051,2.236856
71,4,0.058982,0.057662,2.236856
71,5,0.062017,0.060630,2.236856
71,6,0.058982,0.057662,2.236856
71,7,0.050173,0.049051,2.236856
71,8,0.036453,0.035637,2.236856
71,9,0.019164,0.018736,2.236856
71,10,0.000000,0.000000,0.000000
72,0,0.000000,0.000000,0.000000
72,1,0.018428,0.018010,2.268001
72,2,0.035053,0.034258,2.268001
72,3,0.048246,0.047152,2.268001
72,4,0.056717,0.055430,2.268001
72,5,0.059635,0.058283,2.268001
72,6,0.056717,0.055430,2.268001
72,7,0.048246,0.047152,2.268001
72,8,0.035053,0.034258,2.268001
72,9,0.018428,0.018010,2.268001
72,10,0.000000,0.000000,0.000000
73,0,0.000000,0.000000,0.000000
73,1,0.017721,0.017313,2.299136
73,2,0.033707,0.032932,2.299136
73,3,0.046393,0.045327,2.299136
73,4,0.054539,0.053285,2.299136
73,5,0.057345,0.056027,2.299136
73,6,0.054539,0.053285,2.299136
73,7,0.046393,0.045327,2.299136
73,8,0.033707,0.032932,2.299136
73,9,0.017721,0.017313,2.299136
73,10,0.000000,0.000000,0.000000
74,0,0.000000,0.000000,0.000000
74,1,0.017040,0.016643,2.330261
74,2,0.032412,0.031657,2.330261
74,3,0.044612,0.043572,2.330261
74,4,0.052444,0.051222,2.330261
74,5,0.055143,0.053858,2.330261
74,6,0.052444,0.051222,2.330261
74,7,0.044612,0.043572,2.330261
74,8,0.032412,0.031657,2.330261
74,9,0.017040,0.016643,2.330261
74,10,0.000000,0.000000,0.000000
75,0,0.000000,0.000000,0.000000
75,1,0.016386,0.015999,2.361376
75,2,0.031168,0.030432,2.361376
75,3,0.042898,0.041885,2.361376
75,4,0.050430,0.049239,2.361376
75,5,0.053025,0.051773,2.361376
75,6,0.050430,0.049239,2.361376
75,7,0.042898,0.041885,2.361376
75,8,0.031168,0.030432,2.361376
75,9,0.016386,0.015999,2.361376
75,10,0.000000,0.000000,0.000000
76,0,0.000000,0.000000,0.000000
76,1,0.015756,0.015380,2.392482
76,2,0.029971,0.029254,2.392482
76,3,0.041251,0.040264,2.392482
76,4,0.048493,0.047333,2.392482
76,5,0.050989,0.049769,2.392482
76,6,0.048493,0.047333,2.392482
76,7,0.041251,0.040264,2.392482
76,8,0.029971,0.029254,2.392482
76,9,0.015756,0.015380,2.392482
76,10,0.000000,0.000000,0.000000
77,0,0.000000,0.000000,0.000000
77,1,0.015151,0.014784,2.423577
77,2,0.028820,0.028121,2.423577
77,3,0.039667,0.038706,2.423577
77,4,0.046631,0.045501,2.423577
77,5,0.049031,0.047843,2.423577
77,6,0.046631,0.045501,2.423577
77,7,0.039667,0.038706,2.423577
77,8,0.028820,0.028121,2.423577
77,9,0.015151,0.014784,2.423577
77,10,0.000000,0.000000,0.000000
78,0,0.000000,0.000000,0.000000
78,1,0.014570,0.014212,2.454663
78,2,0.027713,0.027033,2.454663
78,3,0.038144,0.037207,2.454663
78,4,0.044840,0.043740,2.454663
78,5,0.047148,0.045991,2.454663
78,6,0.044840,0.043740,2.454663
78,7,0.038144,0.037207,2.454663
78,8,0.027713,0.027033,2.454663
78,9,0.014570,0.014212,2.454663
78,10,0.000000,0.000000,0.000000
79,0,0.000000,0.000000,0.000000
79,1,0.014010,0.013662,2.485738
79,2,0.026649,0.025986,2.485738
79,3,0.036679,0.035767,2.485738
79,4,0.043118,0.042047,2.485738
79,5,0.045337,0.044210,2.485738
79,6,0.043118,0.042047,2.485738
79,7,0.036679,0.035767,2.485738
79,8,0.026649,0.025986,2.485738
79,9,0.014010,0.013662,2.485738
79,10,0.000000,0.000000,0.000000
80,0,0.000000,0.000000,0.000000
80,1,0.013472,0.013133,2.516804
80,2,0.025625,0.024980,2.516804
80,3,0.035270,0.034382,2.516804
80,4,0.041463,0.040419,2.516804
80,5,0.043596,0.042499,2.516804
80,6,0.041463,0.040419,2.516804
80,7,0.035270,0.034382,2.516804
80,8,0.025625,0.024980,2.516804
80,9,0.013472,0.013133,2.516804
80,10,0.000000,0.000000,0.000000
81,0,0.000000,0.000000,0.000000
81,1,0.012955,0.012625,2.547860
81,2,0.024641,0.024013,2.547860
81,3,0.033916,0.033052,2.547860
81,4,0.039870,0.038854,2.547860
81,5,0.041922,0.040854,2.547860
81,6,0.039870,0.038854,2.547860
81,7,0.033916,0.033052,2.547860
81,8,0.024641,0.024013,2.547860
81,9,0.012955,0.012625,2.547860
81,10,0.000000,0.000000,0.000000
82,0,0.000000,0.000000,0.000000
82,1,0.012457,0.012136,2.578906
82,2,0.023695,0.023084,2.578906
82,3,0.032613,0.031772,2.578906
82,4,0.038339,0.037350,2.578906
82,5,0.040312,0.039273,2.578906
82,6,0.038339,0.037350,2.578906
82,7,0.032613,0.031772,2.578906
82,8,0.023695,0.023084,2.578906
82,9,0.012457,0.012136,2.578906
82,10,0.000000,0.000000,0.000000
83,0,0.000000,0.000000,0.000000
83,1,0.011979,0.011666,2.609942
83,2,0.022785,0.022190,2.609942
83,3,0.031361,0.030542,2.609942
83,4,0.036867,0.035905,2.609942
83,5,0.038764,0.037752,2.609942
83,6,0.036867,0.035905,2.609942
83,7,0.031361,0.030542,2.609942
83,8,0.022785,0.022190,2.609942
83,9,0.011979,0.011666,2.609942
83,10,0.000000,0.000000,0.000000
84,0,0.000000,0.000000,0.000000
84,1,0.011519,0.011215,2.640968
84,2,0.021910,0.021331,2.640968
84,3,0.030156,0.029360,2.640968
84,4,0.035451,0.034515,2.640968
84,5,0.037275,0.036291,2.640968
84,6,0.035451,0.034515,2.640968
84,7,0.030156,0.029360,2.640968
84,8,0.021910,0.021331,2.640968
84,9,0.011519,0.011215,2.640968
84,10,0.000000,0.000000,0.000000
85,0,0.000000,0.000000,0.000000
85,1,0.011076,0.010780,2.671984
85,2,0.021069,0.020506,2.671984
85,3,0.028998,0.028223,2.671984
85,4,0.034090,0.033179,2.671984
85,5,0.035844,0.034886,2.671984
85,6,0.034090,0.033179,2.671984
85,7,0.028998,0.028223,2.671984
85,8,0.021069,0.020506,2.671984
85,9,0.011076,0.010780,2.671984
85,10,0.000000,0.000000,0.000000
86,0,0.000000,0.000000,0.000000
86,1,0.010651,0.010363,2.702991
86,2,0.020259,0.019712,2.702991
86,3,0.027885,0.027131,2.702991
86,4,0.032780,0.031894,2.702991
86,5,0.034467,0.033536,2.702991
86,6,0.032780,0.031894,2.702991
86,7,0.027885,0.027131,2.702991
86,8,0.020259,0.019712,2.702991
86,9,0.010651,0.010363,2.702991
86,10,0.000000,0.000000,0.000000
87,0,0.000000,0.000000,0.000000
87,1,0.010242,0.009962,2.733987
87,2,0.019481,0.018949,2.733987
87,3,0.026814,0.026081,2.733987
87,4,0.031522,0.030660,2.733987
87,5,0.033144,0.032238,2.733987
87,6,0.031522,0.030660,2.733987
87,7,0.026814,0.026081,2.733987
87,8,0.019481,0.018949,2.733987
87,9,0.010242,0.009962,2.733987
87,10,0.000000,0.000000,0.000000
88,0,0.000000,0.000000,0.000000
88,1,0.009849,0.009576,2.764974
88,2,0.018733,0.018215,2.764974
88,3,0.025784,0.025071,2.764974
88,4,0.030311,0.029473,2.764974
88,5,0.031871,0.030990,2.764974
88,6,0.030311,0.029473,2.764974
88,7,0.025784,0.025071,2.764974
88,8,0.018733,0.018215,2.764974
88,9,0.009849,0.009576,2.764974
88,10,0.000000,0.000000,0.000000
89,0,0.000000,0.000000,0.000000
89,1,0.009470,0.009206,2.795951
89,2,0.018014,0.017510,2.795951
89,3,0.024794,0.024101,2.795951
89,4,0.029147,0.028332,2.795951
89,5,0.030647,0.029790,2.795951
89,6,0.029147,0.028332,2.795951
89,7,0.024794,0.024101,2.795951
89,8,0.018014,0.017510,2.795951
89,9,0.009470,0.009206,2.795951
89,10,0.000000,0.000000,0.000000
90,0,0.000000,0.000000,0.000000
90,1,0.009107,0.008849,2.826918
90,2,0.017322,0.016832,2.826918
90,3,0.023842,0.023168,2.826918
90,4,0.028028,0.027235,2.826918
90,5,0.029470,0.028637,2.826918
90,6,0.028028,0.027235,2.826918
90,7,0.023842,0.023168,2.826918
90,8,0.017322,0.016832,2.826918
90,9,0.009107,0.008849,2.826918
90,10,0.000000,0.000000,0.000000
91,0,0.000000,0.000000,0.000000
91,1,0.008757,0.008507,2.857875
91,2,0.016657,0.016181,2.857875
91,3,0.022926,0.022271,2.857875
91,4,0.026951,0.026181,2.857875
91,5,0.028338,0.027528,2.857875
91,6,0.026951,0.026181,2.857875
91,7,0.022926,0.022271,2.857875
91,8,0.016657,0.016181,2.857875
91,9,0.008757,0.008507,2.857875
91,10,0.000000,0.000000,0.000000
92,0,0.000000,0.000000,0.000000
92,1,0.008421,0.008177,2.888822
92,2,0.016017,0.015554,2.888822
92,3,0.022046,0.021409,2.888822
92,4,0.025916,0.025168,2.888822
92,5,0.027250,0.026463,2.888822
92,6,0.025916,0.025168,2.888822
92,7,0.022046,0.021409,2.888822
92,8,0.016017,0.015554,2.888822
92,9,0.008421,0.008177,2.888822
92,10,0.000000,0.000000,0.000000
93,0,0.000000,0.000000,0.000000
93,1,0.008097,0.007861,2.919759
93,2,0.015402,0.014952,2.919759
93,3,0.021199,0.020580,2.919759
93,4,0.024921,0.024193,2.919759
93,5,0.026204,0.025438,2.919759
93,6,0.024921,0.024193,2.919759
93,7,0.021199,0.020580,2.919759
93,8,0.015402,0.014952,2.919759
93,9,0.008097,0.007861,2.919759
93,10,0.000000,0.000000,0.000000
94,0,0.000000,0.000000,0.000000
94,1,0.007786,0.007557,2.950687
94,2,0.014811,0.014374,2.950687
94,3,0.020385,0.019784,2.950687
94,4,0.023964,0.023257,2.950687
94,5,0.025197,0.024454,2.950687
94,6,0.023964,0.023257,2.950687
94,7,0.020385,0.019784,2.950687
94,8,0.014811,0.014374,2.950687
94,9,0.007786,0.007557,2.950687
94,10,0.000000,0.000000,0.000000
95,0,0.000000,0.000000,0.000000
95,1,0.007487,0.007264,2.981604
95,2,0.014242,0.013817,2.981604
95,3,0.019602,0.019018,2.981604
95,4,0.023044,0.022357,2.981604
95,5,0.024230,0.023507,2.981604
95,6,0.023044,0.022357,2.981604
95,7,0.019602,0.019018,2.981604
95,8,0.014242,0.013817,2.981604
95,9,0.007487,0.007264,2.981604
95,10,0.000000,0.000000,0.000000
96,0,0.000000,0.000000,0.000000
96,1,0.007200,0.006983,3.012512
96,2,0.013695,0.013282,3.012512
96,3,0.018849,0.018282,3.012512
96,4,0.022159,0.021491,3.012512
96,5,0.023299,0.022597,3.012512
96,6,0.022159,0.021491,3.012512
96,7,0.018849,0.018282,3.012512
96,8,0.013695,0.013282,3.012512
96,9,0.007200,0.006983,3.012512
96,10,0.000000,0.000000,0.000000
97,0,0.000000,0.000000,0.000000
97,1,0.006923,0.006713,3.043410
97,2,0.013169,0.012768,3.043410
97,3,0.018126,0.017574,3.043410
97,4,0.021308,0.020659,3.043410
97,5,0.022404,0.021723,3.043410
97,6,0.021308,0.020659,3.043410
97,7,0.018126,0.017574,3.043410
97,8,0.013169,0.012768,3.043410
97,9,0.006923,0.006713,3.043410
97,10,0.000000,0.000000,0.000000
98,0,0.000000,0.000000,0.000000
98,1,0.006657,0.006453,3.074298
98,2,0.012663,0.012274,3.074298
98,3,0.017429,0.016894,3.074298
98,4,0.020490,0.019860,3.074298
98,5,0.021544,0.020882,3.074298
98,6,0.020490,0.019860,3.074298
98,7,0.017429,0.016894,3.074298
98,8,0.012663,0.012274,3.074298
98,9,0.006657,0.006453,3.074298
98,10,0.000000,0.000000,0.000000
99,0,0.000000,0.000000,0.000000
99,1,0.006402,0.006203,3.105176
99,2,0.012177,0.011799,3.105176
99,3,0.016760,0.016240,3.105176
99,4,0.019703,0.019091,3.105176
99,5,0.020717,0.020073,3.105176
99,6,0.019703,0.019091,3.105176
99,7,0.016760,0.016240,3.105176
99,8,0.012177,0.011799,3.105176
99,9,0.006402,0.006203,3.105176
99,10,0.000000,0.000000,0.000000
100,0,0.000000,0.000000,0.000000
100,1,0.006156,0.005963,3.136045
100,2,0.011709,0.011342,3.136045
100,3,0.016116,0.015611,3.136045
100,4,0.018946,0.018352,3.136045
100,5,0.019921,0.019296,3.136045
100,6,0.018946,0.018352,3.136045
100,7,0.016116,0.015611,3.136045
100,8,0.011709,0.011342,3.136045
100,9,0.006156,0.005963,3.136045
100,10,0.000000,0.000000,0.000000
101,0,0.000000,0.000000,0.000000
101,1,0.005920,0.005732,3.166903
101,2,0.011260,0.010903,3.166903
101,3,0.015498,0.015007,3.166903
101,4,0.018218,0.017641,3.166903
101,5,0.019156,0.018549,3.166903
101,6,0.018218,0.017641,3.166903
101,7,0.015498,0.015007,3.166903
101,8,0.011260,0.010903,3.166903
101,9,0.005920,0.005732,3.166903
101,10,0.000000,0.000000,0.000000
102,0,0.000000,0.000000,0.000000
102,1,0.005692,0.005510,3.197752
102,2,0.010827,0.010481,3.197752
102,3,0.014902,0.014426,3.197752
102,4,0.017519,0.016959,3.197752
102,5,0.018420,0.017831,3.197752
102,6,0.017519,0.016959,3.197752
102,7,0.014902,0.014426,3.197752
102,8,0.010827,0.010481,3.197752
102,9,0.005692,0.005510,3.197752
102,10,0.000000,0.000000,0.000000
103,0,0.000000,0.000000,0.000000
103,1,0.005474,0.005297,3.228591
103,2,0.010411,0.010075,3.228591
103,3,0.014330,0.013867,3.228591
103,4,0.016846,0.016302,3.228591
103,5,0.017713,0.017141,3.228591
103,6,0.016846,0.016302,3.228591
103,7,0.014330,0.013867,3.228591
103,8,0.010411,0.010075,3.228591
103,9,0.005474,0.005297,3.228591
103,10,0.000000,0.000000,0.000000
104,0,0.000000,0.000000,0.000000
104,1,0.005263,0.005092,3.259420
104,2,0.010012,0.009685,3.259420
104,3,0.013780,0.013331,3.259420
104,4,0.016199,0.015671,3.259420
104,5,0.017033,0.016478,3.259420
104,6,0.016199,0.015671,3.259420
104,7,0.013780,0.013331,3.259420
104,8,0.010012,0.009685,3.259420
104,9,0.005263,0.005092,3.259420
104,10,0.000000,0.000000,0.000000
105,0,0.000000,0.000000,0.000000
105,1,0.005061,0.004895,3.290239
105,2,0.009627,0.009310,3.290239
105,3,0.013251,0.012815,3.290239
105,4,0.015577,0.015064,3.290239
105,5,0.016379,0.015840,3.290239
105,6,0.015577,0.015064,3.290239
105,7,0.013251,0.012815,3.290239
105,8,0.009627,0.009310,3.290239
105,9,0.005061,0.004895,3.290239
105,10,0.000000,0.000000,0.000000
106,0,0.000000,0.000000,0.000000
106,1,0.004867,0.004705,3.321049
106,2,0.009257,0.008950,3.321049
106,3,0.012742,0.012319,3.321049
106,4,0.014979,0.014481,3.321049
106,5,0.015750,0.015227,3.321049
106,6,0.014979,0.014481,3.321049
106,7,0.012742,0.012319,3.321049
106,8,0.009257,0.008950,3.321049
106,9,0.004867,0.004705,3.321049
106,10,0.000000,0.000000,0.000000
107,0,0.000000,0.000000,0.000000
107,1,0.004680,0.004523,3.351848
107,2,0.008902,0.008604,3.351848
107,3,0.012252,0.011842,3.351848
107,4,0.014404,0.013921,3.351848
107,5,0.015145,0.014637,3.351848
107,6,0.014404,0.013921,3.351848
107,7,0.012252,0.011842,3.351848
107,8,0.008902,0.008604,3.351848
107,9,0.004680,0.004523,3.351848
107,10,0.000000,0.000000,0.000000
108,0,0.000000,0.000000,0.000000
108,1,0.004500,0.004348,3.382638
108,2,0.008560,0.008270,3.382638
108,3,0.011782,0.011383,3.382638
108,4,0.013850,0.013382,3.382638
108,5,0.014563,0.014071,3.382638
108,6,0.013850,0.013382,3.382638
108,7,0.011782,0.011383,3.382638
108,8,0.008560,0.008270,3.382638
108,9,0.004500,0.004348,3.382638
108,10,0.000000,0.000000,0.000000
109,0,0.000000,0.000000,0.000000
109,1,0.004327,0.004180,3.413418
109,2,0.008231,0.007950,3.413418
109,3,0.011329,0.010943,3.413418
109,4,0.013319,0.012864,3.413418
109,5,0.014004,0.013526,3.413418
109,6,0.013319,0.012864,3.413418
109,7,0.011329,0.010943,3.413418
109,8,0.008231,0.007950,3.413418
109,9,0.004327,0.004180,3.413418
109,10,0.000000,0.000000,0.000000
110,0,0.000000,0.000000,0.000000
110,1,0.004161,0.004018,3.444188
110,2,0.007915,0.007643,3.444188
110,3,0.010894,0.010519,3.444188
110,4,0.012807,0.012366,3.444188
110,5,0.013466,0.013002,3.444188
110,6,0.012807,0.012366,3.444188
110,7,0.010894,0.010519,3.444188
110,8,0.007915,0.007643,3.444188
110,9,0.004161,0.004018,3.444188
110,10,0.000000,0.000000,0.000000
111,0,0.000000,0.000000,0.000000
111,1,0.004001,0.003862,3.474949
111,2,0.007611,0.007347,3.474949
111,3,0.010476,0.010112,3.474949
111,4,0.012315,0.011887,3.474949
111,5,0.012949,0.012499,3.474949
111,6,0.012315,0.011887,3.474949
111,7,0.010476,0.010112,3.474949
111,8,0.007611,0.007347,3.474949
111,9,0.004001,0.003862,3.474949
111,10,0.000000,0.000000,0.000000
112,0,0.000000,0.000000,0.000000
112,1,0.003848,0.003713,3.505699
112,2,0.007319,0.007062,3.505699
112,3,0.010074,0.009721,3.505699
112,4,0.011842,0.011427,3.505699
112,5,0.012452,0.012015,3.505699
112,6,0.011842,0.011427,3.505699
112,7,0.010074,0.009721,3.505699
112,8,0.007319,0.007062,3.505699
112,9,0.003848,0.003713,3.505699
112,10,0.000000,0.000000,0.000000
113,0,0.000000,0.000000,0.000000
113,1,0.003700,0.003569,3.536440
113,2,0.007038,0.006789,3.536440
113,3,0.009687,0.009344,3.536440
113,4,0.011388,0.010985,3.536440
113,5,0.011974,0.011550,3.536440
113,6,0.011388,0.010985,3.536440
113,7,0.009687,0.009344,3.536440
113,8,0.007038,0.006789,3.536440
113,9,0.003700,0.003569,3.536440
113,10,0.000000,0.000000,0.000000
114,0,0.000000,0.000000,0.000000
114,1,0.003558,0.003431,3.567171
114,2,0.006768,0.006526,3.567171
114,3,0.009315,0.008983,3.567171
114,4,0.010950,0.010560,3.567171
114,5,0.011514,0.011103,3.567171
114,6,0.010950,0.010560,3.567171
114,7,0.009315,0.008983,3.567171
114,8,0.006768,0.006526,3.567171
114,9,0.003558,0.003431,3.567171
114,10,0.000000,0.000000,0.000000
115,0,0.000000,0.000000,0.000000
115,1,0.003421,0.003298,3.597892
115,2,0.006508,0.006274,3.597892
115,3,0.008957,0.008635,3.597892
115,4,0.010530,0.010151,3.597892
115,5,0.011072,0.010673,3.597892
115,6,0.010530,0.010151,3.597892
115,7,0.008957,0.008635,3.597892
115,8,0.006508,0.006274,3.597892
115,9,0.003421,0.003298,3.597892
115,10,0.000000,0.000000,0.000000
116,0,0.000000,0.000000,0.000000
116,1,0.003290,0.003171,3.628604
116,2,0.006258,0.006031,3.628604
116,3,0.008613,0.008301,3.628604
116,4,0.010125,0.009758,3.628604
116,5,0.010646,0.010260,3.628604
116,6,0.010125,0.009758,3.628604
116,7,0.008613,0.008301,3.628604
116,8,0.006258,0.006031,3.628604
116,9,0.003290,0.003171,3.628604
116,10,0.000000,0.000000,0.000000
117,0,0.000000,0.000000,0.000000
117,1,0.003164,0.003048,3.659306
117,2,0.006017,0.005797,3.659306
117,3,0.008282,0.007979,3.659306
117,4,0.009736,0.009380,3.659306
117,5,0.010238,0.009863,3.659306
117,6,0.009736,0.009380,3.659306
117,7,0.008282,0.007979,3.659306
117,8,0.006017,0.005797,3.659306
117,9,0.003164,0.003048,3.659306
117,10,0.000000,0.000000,0.000000
118,0,0.000000,0.000000,0.000000
118,1,0.003042,0.002930,3.689997
118,2,0.005786,0.005573,3.689997
118,3,0.007964,0.007670,3.689997
118,4,0.009363,0.009017,3.689997
118,5,0.009844,0.009481,3.689997
118,6,0.009363,0.009017,3.689997
118,7,0.007964,0.007670,3.689997
118,8,0.005786,0.005573,3.689997
118,9,0.003042,0.002930,3.689997
118,10,0.000000,0.000000,0.000000
119,0,0.000000,0.000000,0.000000
119,1,0.002925,0.002816,3.720679
119,2,0.005564,0.005357,3.720679
119,3,0.007658,0.007373,3.720679
119,4,0.009003,0.008668,3.720679
119,5,0.009466,0.009114,3.720679
119,6,0.009003,0.008668,3.720679
119,7,0.007658,0.007373,3.720679
119,8,0.005564,0.005357,3.720679
119,9,0.002925,0.002816,3.720679
119,10,0.000000,0.000000,0.000000
120,0,0.000000,0.000000,0.000000
120,1,0.002813,0.002707,3.751352
120,2,0.005350,0.005150,3.751352
120,3,0.007364,0.007088,3.751352
120,4,0.008657,0.008332,3.751352
120,5,0.009103,0.008761,3.751352
120,6,0.008657,0.008332,3.751352
120,7,0.007364,0.007088,3.751352
120,8,0.005350,0.005150,3.751352
120,9,0.002813,0.002707,3.751352
120,10,0.000000,0.000000,0.000000
121,0,0.000000,0.000000,0.000000
121,1,0.002705,0.002603,3.782014
121,2,0.005145,0.004950,3.782014
121,3,0.007081,0.006814,3.782014
121,4,0.008325,0.008010,3.782014
121,5,0.008753,0.008422,3.782014
121,6,0.008325,0.008010,3.782014
121,7,0.007081,0.006814,3.782014
121,8,0.005145,0.004950,3.782014
121,9,0.002705,0.002603,3.782014
121,10,0.000000,0.000000,0.000000
122,0,0.000000,0.000000,0.000000
122,1,0.002601,0.002502,3.812667
122,2,0.004947,0.004759,3.812667
122,3,0.006810,0.006550,3.812667
122,4,0.008005,0.007700,3.812667
122,5,0.008417,0.008096,3.812667
122,6,0.008005,0.007700,3.812667
122,7,0.006810,0.006550,3.812667
122,8,0.004947,0.004759,3.812667
122,9,0.002601,0.002502,3.812667
122,10,0.000000,0.000000,0.000000
123,0,0.000000,0.000000,0.000000
123,1,0.002501,0.002405,3.843310
123,2,0.004757,0.004575,3.843310
123,3,0.006548,0.006296,3.843310
123,4,0.007698,0.007402,3.843310
123,5,0.008094,0.007783,3.843310
123,6,0.007698,0.007402,3.843310
123,7,0.006548,0.006296,3.843310
123,8,0.004757,0.004575,3.843310
123,9,0.002501,0.002405,3.843310
123,10,0.000000,0.000000,0.000000
124,0,0.000000,0.000000,0.000000
124,1,0.002405,0.002312,3.873943
124,2,0.004575,0.004398,3.873943
124,3,0.006297,0.006053,3.873943
124,4,0.007402,0.007115,3.873943
124,5,0.007783,0.007481,3.873943
124,6,0.007402,0.007115,3.873943
124,7,0.006297,0.006053,3.873943
124,8,0.004575,0.004398,3.873943
124,9,0.002405,0.002312,3.873943
124,10,0.000000,0.000000,0.000000
125,0,0.000000,0.000000,0.000000
125,1,0.002313,0.002222,3.904567
125,2,0.004399,0.004227,3.904567
125,3,0.006055,0.005818,3.904567
125,4,0.007118,0.006840,3.904567
125,5,0.007484,0.007192,3.904567
125,6,0.007118,0.006840,3.904567
125,7,0.006055,0.005818,3.904567
125,8,0.004399,0.004227,3.904567
125,9,0.002313,0.002222,3.904567
125,10,0.000000,0.000000,0.000000
126,0,0.000000,0.000000,0.000000
126,1,0.002224,0.002136,3.935181
126,2,0.004230,0.004064,3.935181
126,3,0.005822,0.005593,3.935181
126,4,0.006844,0.006575,3.935181
126,5,0.007197,0.006913,3.935181
126,6,0.006844,0.006575,3.935181
126,7,0.005822,0.005593,3.935181
126,8,0.004230,0.004064,3.935181
126,9,0.002224,0.002136,3.935181
126,10,0.000000,0.000000,0.000000
127,0,0.000000,0.000000,0.000000
127,1,0.002138,0.002054,3.965785
127,2,0.004068,0.003906,3.965785
127,3,0.005599,0.005377,3.965785
127,4,0.006582,0.006321,3.965785
127,5,0.006920,0.006646,3.965785
127,6,0.006582,0.006321,3.965785
127,7,0.005599,0.005377,3.965785
127,8,0.004068,0.003906,3.965785
127,9,0.002138,0.002054,3.965785
127,10,0.000000,0.000000,0.000000
128,0,0.000000,0.000000,0.000000
128,1,0.002056,0.001974,3.996379
128,2,0.003911,0.003755,3.996379
128,3,0.005384,0.005168,3.996379
128,4,0.006329,0.006076,3.996379
128,5,0.006655,0.006389,3.996379
128,6,0.006329,0.006076,3.996379
128,7,0.005384,0.005168,3.996379
128,8,0.003911,0.003755,3.996379
128,9,0.002056,0.001974,3.996379
128,10,0.000000,0.000000,0.000000
129,0,0.000000,0.000000,0.000000
129,1,0.001977,0.001898,4.026963
129,2,0.003761,0.003610,4.026963
129,3,0.005177,0.004968,4.026963
129,4,0.006086,0.005841,4.026963
129,5,0.006399,0.006141,4.026963
129,6,0.006086,0.005841,4.026963
129,7,0.005177,0.004968,4.026963
129,8,0.003761,0.003610,4.026963
129,9,0.001977,0.001898,4.026963
129,10,0.000000,0.000000,0.000000
130,0,0.000000,0.000000,0.000000
130,1,0.001901,0.001824,4.057538
130,2,0.003617,0.003470,4.057538
130,3,0.004978,0.004776,4.057538
130,4,0.005852,0.005615,4.057538
130,5,0.006153,0.005904,4.057538
130,6,0.005852,0.005615,4.057538
130,7,0.004978,0.004776,4.057538
130,8,0.003617,0.003470,4.057538
130,9,0.001901,0.001824,4.057538
130,10,0.000000,0.000000,0.000000
131,0,0.000000,0.000000,0.000000
131,1,0.001828,0.001754,4.088103
131,2,0.003478,0.003336,4.088103
131,3,0.004787,0.004591,4.088103
131,4,0.005627,0.005397,4.088103
131,5,0.005917,0.005675,4.088103
131,6,0.005627,0.005397,4.088103
131,7,0.004787,0.004591,4.088103
131,8,0.003478,0.003336,4.088103
131,9,0.001828,0.001754,4.088103
131,10,0.000000,0.000000,0.000000
132,0,0.000000,0.000000,0.000000
132,1,0.001758,0.001686,4.118658
132,2,0.003344,0.003207,4.118658
132,3,0.004603,0.004414,4.118658
132,4,0.005411,0.005188,4.118658
132,5,0.005690,0.005455,4.118658
132,6,0.005411,0.005188,4.118658
132,7,0.004603,0.004414,4.118658
132,8,0.003344,0.003207,4.118658
132,9,0.001758,0.001686,4.118658
132,10,0.000000,0.000000,0.000000
133,0,0.000000,0.000000,0.000000
133,1,0.001691,0.001621,4.149204
133,2,0.003216,0.003082,4.149204
133,3,0.004426,0.004243,4.149204
133,4,0.005203,0.004988,4.149204
133,5,0.005471,0.005244,4.149204
133,6,0.005203,0.004988,4.149204
133,7,0.004426,0.004243,4.149204
